"input text","origin case+#chunk","output text"
"Inmates would then ingest these substances and there were instances of inmates overdosing, requiring the administration of Narcan, and even death. In addition, inmates have engaged in the sale of these substances once in the prison which would create violence and tension among inmates. The postcard-only policy sought to reduce the amount of these substances smuggled in through the mail.","Smith v. Washoe Cnty., 2023 U.S. Dist. LEXIS 233396#43",""
"It was harder to smuggle the substances in on a postcard, and the amount of substances that could potentially be smuggled in was reduced by virtue of the size and scope of the postcard. In addition, it was easier for correctional staff to inspect a postcard as compared to larger piece(s) of paper. In sum, Plaintiff has not disputed, and the court finds, there is a valid, rational connection between the legitimate government objective of reducing the smuggling of contraband, including drugs/controlled substances, into the jail, and the postcard-only policy.","Smith v. Washoe Cnty., 2023 U.S. Dist. LEXIS 233396#44",""
"Therefore, the first Turner factor weighs in Defendants' favor. The second Turner factor is whether alternative means of exercising the right remain available. Inmates were not limited in how many postcards they could send and receive.","Smith v. Washoe Cnty., 2023 U.S. Dist. LEXIS 233396#45",""
"Therefore, alternative means of exercising First Amendment rights existed, and this factor weighs in Defendants' favor. The third Turner factor addresses the impact of an accommodation on prison staff, prison resources, and other inmates. Defendants provide evidence regarding the substantial impact that inspecting prison mail and the introduction of drugs/controlled substances has on prison staff.","Smith v. Washoe Cnty., 2023 U.S. Dist. LEXIS 233396#47",""
"Photographs could be turned into postcards. They were also permitted to make phone calls, use an email platform to send and receive emails, receiving incoming voicemails (if approved), as well as utilize a video visitation platform (if approved). Moreover, the postcard only policy did not apply to legal, privileged mail or business mail, and did not prevent them from receiving books and magazines directly from publishers.","Smith v. Washoe Cnty., 2023 U.S. Dist. LEXIS 233396#46",""
"Significant staff time is required to review and inspect prison mail. Resources are diverted when inmates overdose on these substances. This diverts staff from other important duties within the jail.","Smith v. Washoe Cnty., 2023 U.S. Dist. LEXIS 233396#48",""
"There are also risks posed to staff in reviewing mail that may contain contraband, including drugs/controlled substances that are ""painted"" onto the mail. Allowing these substances to infiltrate the jail has adverse effects on the inmate population and has resulted in overdoses and even death. While the size of communications are limited to a postcard, the inmates are not limited in the amount of postcards they may send and receive.","Smith v. Washoe Cnty., 2023 U.S. Dist. LEXIS 233396#49",""
"The court finds the third Turner factor also weighs in favor of Defendants. The final Turner factor is whether there are ready alternatives that could further the government's objective, and which would suggest that the regulation was an exaggerated response. Plaintiff points to no ready alternatives that would further the government's objective and suggest the response was exaggerated.","Smith v. Washoe Cnty., 2023 U.S. Dist. LEXIS 233396#50",""
"Defendants acknowledge that they have recently switched to a process where all incoming personal non-privileged mail is scanned and then available for the inmate to view digitally. They assert, however, that the switch was made with advances in technology and that they did not previously have a platform available to provide this service. In the absence of evidence of a ready alternative, the court finds that the fourth Turner factor also weighs in Defendants' favor.","Smith v. Washoe Cnty., 2023 U.S. Dist. LEXIS 233396#51",""
"In conclusion, the court finds that all four Turner factors weigh in Defendants' favor. The evidence before the court demonstrates that the postcard-only policy was reasonably related to the legitimate penological interest of safety and security by reducing the amount of contraband, including drugs/controlled substances, entering the jail. As such, summary judgment should be granted in Defendants' favor.","Smith v. Washoe Cnty., 2023 U.S. Dist. LEXIS 233396#52",""
"IV. RECOMMENDATION IT IS HEREBY RECOMMENDED that the District Judge enter an order GRANTING Defendants' motion for summary judgment (ECF No. 82). The parties should be aware of the following: 1.","Smith v. Washoe Cnty., 2023 U.S. Dist. LEXIS 233396#53",""
"That this Report and Recommendation is not an appealable order and that any notice of appeal pursuant to Rule 4(a)(1) of the Federal Rules of Appellate Procedure should not be filed until entry of judgment by the district court. Dated: June 15, 2023 /s/ Craig S. Denney Craig S. Denney United States Magistrate Judge End of Document","Smith v. Washoe Cnty., 2023 U.S. Dist. LEXIS 233396#55",""
"That they may file, pursuant to 28 U.S.C. § 636(b)(1)(C), specific written objections to this Report and Recommendation within fourteen days of being served with a copy of the Report and Recommendation. These objections should be titled ""Objections to Magistrate Judge's Report and Recommendation"" and should be accompanied by points and authorities for consideration by the district judge. 2.","Smith v. Washoe Cnty., 2023 U.S. Dist. LEXIS 233396#54",""
"This is a civil rights action brought by a state prisoner under 42 U.S.C. § 1983. The Court has granted Plaintiff leave to proceed in forma pauperis in a separate order. This case is presently before the Court for preliminary review under the Prison Litigation Reform Act, Pub.","Summers v. Brown, 2023 U.S. Dist. LEXIS 205228#1",""
"L. No. 104-134, 110 Stat. 1321 (1996) (PLRA), pursuant to 28 U.S.C. §§ 1915A(b) and 1915(e)(2), and 42 U.S.C. § 1997e(c). However, the Court's preliminary review of the complaint under the PLRA has brought to light Plaintiff's attempt to join unrelated parties into a single lawsuit. Under Rule 21 of the Federal Rules of Civil Procedure, a court may at any time, with or without motion, add or drop a party for misjoinder or nonjoinder.","Summers v. Brown, 2023 U.S. Dist. LEXIS 205228#2",""
"See Fed. R. Civ. P. 21. For the reasons set forth below, the Court will drop as misjoined all of the Oaks Correctional Facility (ECF) and Chippewa Correctional Facility (URF) Defendants, as well as Defendant Bishop. The Court will dismiss Plaintiff's claims against these Defendants without prejudice.","Summers v. Brown, 2023 U.S. Dist. LEXIS 205228#3",""
"With regard to Plaintiff's claims against the Bellamy Creek Correctional Facility (IBC) Defendants, as well as Defendants Richard Russell and Larry Brown, under the PLRA, the Court is required to dismiss any prisoner action brought under federal law if the complaint is frivolous, malicious, fails to state a claim upon which relief can be granted, or seeks monetary relief from a defendant immune from such relief. 28 U.S.C. §§ 1915(e)(2), 1915A; 42 U.S.C. § 1997e(c). The Court must read Plaintiff's pro se complaint indulgently, see Haines v. Kerner, 404 U.S. 519, 520, 92 S. Ct. 594, 30 L. Ed.","Summers v. Brown, 2023 U.S. Dist. LEXIS 205228#4",""
"2d 652 (1972), and accept Plaintiff's allegations as true, unless they are clearly irrational or wholly incredible. Denton v. Hernandez, 504 U.S. 25, 33, 112 S. Ct. 1728, 118 L. Ed. 2d 340 (1992).","Summers v. Brown, 2023 U.S. Dist. LEXIS 205228#5",""
"Applying these standards, the Court will dismiss Plaintiff's federal claims for failure to state a claim against Defendants Parrish, Haddon, Garza-Martin, Aiken, Jane Doe #1, Barrett, S. Gregurek, Langdon, Ritter, Macauley, Robinson, Chauvez, Simpson, Yuki, Addis, Lewis, Page, Moyer, Proctor, Johnson, Walezak, Jones, Brokaw, Athearn, and Russell. The Court will dismiss any state law claims against those individuals without prejudice because the Court declines to exercise supplemental jurisdiction over such claims. The Court will also dismiss, for failure to state a claim, the following claims against remaining Defendants Ruth Brown, Rowland, Gilbert, Larry Brown, John Doe #1, and John Doe #2: (1) Plaintiff's official capacity claims; and (2) Plaintiff's civil conspiracy claims.","Summers v. Brown, 2023 U.S. Dist. LEXIS 205228#6",""
"The following individual capacity claims remain in the case: (1) Plaintiff's First Amendment retaliation claims against Defendants Ruth Brown, John Doe #1, John Doe #2, Rowland, Gilbert, and Larry Brown; (2) Plaintiff's Eighth Amendment sexual abuse/harassment claims against Defendant Ruth Brown; (3) Plaintiff's Eighth Amendment failure to protect claims against Defendants John Does #1 and #2. Plaintiff's state law claims against Defendants Ruth Brown, John Doe #1, John Doe #2, Rowland, Gilbert, and Larry Brown also remain in the case. Discussion I. Factual Allegations Plaintiff is presently incarcerated with the Michigan Department of Corrections (MDOC) at URF in Kincheloe, Chippewa County, Michigan.","Summers v. Brown, 2023 U.S. Dist. LEXIS 205228#7",""
"The events about which he complains occurred at that facility, IBC in Ionia, Ionia County, Michigan, and ECF in Manistee, Manistee County, Michigan. Plaintiff sues a total of 49 individuals, all in their official and personal capacities. Plaintiff sues the following MDOC officials at IBC: Warden Matt Macauley; Assistant Deputy Wardens B. Haddon, Unknown Walezak, and Unknown Jones; Acting Deputy Warden R. Brokaw; Prisoner Counselors Lynn Parrish, C. Ritter, and Unknown Yuki; Housing Unit Officers John Doe #1 and John Doe #2; Grievance Coordinator M. Robinson; Lieutenants Unknown Chauvez and Unknown Rowland; Inspectors Unknown Gilbert and Unknown Moyer; Mailroom/General Office Assistant Brenda J. Simpson; Resident Unit Managers B. Addis and Unknown Johnson; Accounting Technician S. Lewis; Prison Facility Manager J. Page; General Office Assistant S. Proctor; Security Classification Committee (SCC) member J. Athearn; and Corrections Officers Ruth Brown and Unknown Garza-Martin.","Summers v. Brown, 2023 U.S. Dist. LEXIS 205228#8",""
"Plaintiff also sues the following healthcare personnel at IBC: Registered Nurse and Clinical Administrative Assistant Sabrina Aiken; Psychologist Jane Doe #1; Mental Health Director Michael Barrett; Registered Nurse S. Gregurek; and Health Unit Manager J. Langdon. Plaintiff sues the following ECF officials: Warden M. Burgess, Acting Assistant Deputy Warden and SCC member J. Erway, Grievance Coordinator T. Bassett, Classification Director John Doe #3, Administrative Assistant S. O'Brien, Sergeants Unknown Bearup and Unknown Ward, Hearings Officer Unknown Goodspeed, Inspector Unknown Thomas, Prisoner Counselor Unknown Bennett, Acting Resident Unit Manager and SCC member T. McColl, and Mailroom Worker A. Anderson. Plaintiff sues the following URF officials: Warden James Corrigan, Inspector Unknown Pawley, Mailroom Clerk Jane Doe #4, and Corrections Officers Unknown Miller and John Doe #4.","Summers v. Brown, 2023 U.S. Dist. LEXIS 205228#9",""
"Plaintiff also sues the following individuals located in Lansing, Michigan: Larry Brown, identified as the MDOC Central Office Coordinator; Richard D. Russell, the Manager of the MDOC's Grievance Section; and Mark Bishop, identified as a Safety/Security Officer and Attorney Liaison in the Department of Civil Rights. Plaintiff alleges that during the relevant time, Defendant Ruth Brown was an officer assigned to the protection unit at IBC. (ECF No. 1, PageID.11.) Plaintiff contends that Defendant Ruth Brown sexually harassed and threatened him. (Id.) According to Plaintiff, Defendant Ruth Brown would watch the male prisoners shower and would make ""lurid comments about the size of each prisoner's penis and shout out her observations to the rest of the prisoners within earshot."" (Id.) Plaintiff references a specific incident on February 12, 2020, during which Defendant Ruth Brown ""threatened, berated[,] and sexually degraded Plaintiff when she shouted throughout the shower area that she would set up Plaintiff with a knife if Plaintiff did not shut his fa**** mouth."" (Id. (asterisks added).) Defendant Ruth Brown then said to Plaintiff, ""Let me see that little fa**** d*** of yours."" (Id. (asterisks added).) Plaintiff filed a Prison Rape Elimination Act (PREA) complaint about these incidents. (Id.) Two days later, on February 14, 2020, Defendant Ruth Brown ""relentlessly continued her sexual harassment against Plaintiff."" (Id.) Plaintiff alleges that she came to his cell door, left, and then returned. (Id.) Plaintiff wrote a grievance, but the grievance ""mysteriously disappeared from the housing unit mailbox."" (Id.) On February 16, 2020, Plaintiff wrote another grievance against Defendant Ruth Brown for ""unlocking the housing unit mailbox and retrieving several pieces of mail."" (Id., PageID.12.) Plaintiff claims that one of the pieces of mail was a grievance he submitted against Defendant Ruth Brown. (Id.) According to Plaintiff, Defendant Ruth Brown ""revealed the contents of the grievance to those present in the dining hall."" (Id.) In response to Plaintiff's grievance, Defendants Parrish and Haddon ""both lied to protect [Defendant Ruth] Brown by stating that [Defendant Ruth] Brown never removed anything from the housing unit mailbox."" (Id.) Plaintiff claims that his PREA complaint was ""found to be lacking sufficient evidence."" (Id.) He asserts that the camera footage was never reviewed and that a proper investigation was not conducted. (Id.) On February 24, 2020, Plaintiff submitted a grievance against Defendants John Does #1 and #2 ""for retaliation for failure to protect when [they] intentionally and deliberately instructed another prisoner to enter the cell occupied by Plaintiff and his cellmate during formal count."" (Id.) Plaintiff claims that after the prisoner came into his cell, those officers closed and locked the door. (Id.) The inmate began to assault Plaintiff and his cellmate. (Id.) According to Plaintiff, the inmate was a former corrections officer and indicated that he was sent to Plaintiff's cell ""in retaliation in response to Plaintiff's grievances against one of their co-workers; namely, [Defendant Ruth] Brown."" (Id., PageID.13.) When interviewed, the inmate ""was threatened and coerced into denying what had transpired"" by Defendants Parrish and Haddon. (Id.) Plaintiff asked Defendant Garza-Martin for medical assistance for the injuries Plaintiff sustained to his jaw and face. (Id.) Plaintiff's requests were ignored. (Id.) On March 16, 2020, Plaintiff submitted a grievance against the Prisoner Health Services after ""submitting no less than three (3) separate requests for medical assistance."" (Id.) When Plaintiff was finally seen by a nurse, he was told that he would be scheduled for X-rays, but he was never called out. (Id.) On March 17, 2020, Defendants Gregurek and Langdon ""both concluded that there was no documentation that Plaintiff suffered any injuries."" (Id., PageID.14.) On April 4, 2020, Defendant Aiken ""reiterated that there was no documentation that Plaintiff suffered any injuries, nor that Plaintiff submitted any 'kites' to be seen by Health Care and Mental Health Care personnel."" (Id.) Plaintiff claims that after the assault, he was experiencing paranoia, sleep deprivation, nightmares, and hallucinations. (Id.) Plaintiff was seen only after he filed a grievance against mental health. (Id.) According to Plaintiff, Defendant Jane Doe #1 retaliated against him by ""[lying] on her case notes about what Plaintiff had told her; the result of which Plaintiff was told that he did not meet the criteria for Outpatient Treatment."" (Id.) Plaintiff states that Defendant Barrett subsequently performed a mental health evaluation on April 13, 2020. (Id.) On March 22, 2020, Plaintiff filed another PREA complaint against Defendant Ruth Brown after she called Plaintiff a ""b****-ass-n****-fa*."" (Id. (asterisks added).) Defendant Ruth Brown then flipped her middle finger toward Plaintiff while his back was turned. (Id.) Plaintiff states that this all took place when he was exiting the dining hall, and that Defendant Ruth Brown should not have even been assigned to his housing unit ""during the pendency of the original ongoing PREA investigation."" (Id.) Defendant Ritter determined that Plaintiff's PREA complaint was unfounded. (Id., PageID.14-15.) According to Plaintiff, Defendant Ritter was not certified by the MDOC to handle PREA investigations. (Id., PageID.15.) On April 29, 2020, Defendant Macauley informed Plaintiff that Defendants Robinson and Chauvez were investigating the PREA complaint. (Id.) Plaintiff claims that Defendant Robinson had a history of not forwarding grievance responses to Plaintiff, and that he was ultimately fired because he brought drugs and contraband into the facility. (Id.) Plaintiff claims that Defendant Robinson thwarted due process by interfering with Plaintiff's grievance process. (Id.) On June 8, 2020, Plaintiff received a letter from Defendant Macauley indicating that Plaintiff's PREA complaint was upheld, and that Defendant Brown had been disciplined. (Id.) Three days later, however, the same complaint was denied by Defendant Ritter. (Id.) On June 25, 2020, Plaintiff sent a letter to Defendant Macauley, contesting the conflicting decisions. (Id.) Plaintiff never received a reply. (Id.) Plaintiff filed a grievance against Defendant Macauley, which was rejected. (Id.) Plaintiff appealed to Step II, and Defendant Macauley ""ignored well-settled policy and responded to the grievance written against him by denying any relief whatsoever."" (Id., PageID.15-16.) Plaintiff appealed to Step III, but never received a response. Plaintiff then skips forward to events that occurred in 2022.","Summers v. Brown, 2023 U.S. Dist. LEXIS 205228#10",""
"As I advised you on 5-1-23, I don't think it would be wise of you to attempt to fight this misconduct. Plead guilty, don't go to court."" (Id.) On May 8, 2023, Plaintiff was found guilty of possession a weapon and threatening behavior and was sanctioned with 20 days of detention and 60 days of loss of privileges (LOP). (Id.) On May 8, 10, and 11, 2023, Plaintiff ""requested the appeals package to fight the Class I misconduct."" (Id.) On May 12, 2023, Plaintiff filed a grievance against Defendant Goodspeed for ""withholding the hearings packet in an attempt to keep Plaintiff from filing his Class I Misconduct Appeal."" (Id., PageID.22-23.) On June 5, 2023, Plaintiff submitted a grievance ""for retaliation by being placed on a 30-day phone restriction"" without a hearing. (Id., PageID.23.) He was placed on grievance restriction around that same time. (Id.) On June 8, 2023, Plaintiff was transferred to URF on an emergency ride-out. (Id.) On June 24, 2023, Defendant Miller searched Plaintiff's cell and ""confiscated Plaintiff's papers regarding grievances Plaintiff had planned to file about specific issues involving Round Housing Unit in general."" (Id., PageID.24.) The next day, Defendant Miller called Plaintiff to the officers' station and told him that if ""decided to be on 'f***-f***-sh**' and play games with the grievance system,"" the housing unit officers would ""play games with Plaintiff via outright continuing and unrelentless retaliation."" (Id. (asterisks added).) Later that day, Plaintiff was again called to the officers' station, where Defendant John Doe #4 reviewed Plaintiff on two Class III misconducts for excessive noise. (Id.) Plaintiff claims that these misconducts were issued for ""a date that Plaintiff was not even at the URF-East prison facility."" (Id.) Plaintiff was ultimately found not guilty of the misconducts. (Id.) Plaintiff claims that he could not provide the misconducts and not guilty finding with the instant complaint because Defendant Miller conducted a shakedown of his cell, and the misconducts, not guilty finding, and ""other legal material concerning this instant 1983 [c]omplaint came up missing."" (Id.) Plaintiff alleges further that on July 18, 2023, Defendants Pawley and Jane Doe #4 disregarded MDOC protocol and opened ""outgoing United States Mail that Plaintiff had signed a disbursement for postage, and proceeded to write a Class I Misconduct for threatening behavior against another prisoner that was not even at the prison facility where Plaintiff currently resides."" (Id., PageID.25.) According to Plaintiff, Defendant Jane Doe #4 advised Defendant Pawley that the envelope in question contained contraband or involved illegal activities. (Id.) Plaintiff claims that ""[t]o this very day, [he] has yet to receive a notice of intent and notice of hearing"" regarding the piece of mail that was opened. (Id.) Plaintiff faults Defendant Pawley for failing to make sure that ""his subordinates were performing their jobs to fully investigate the PREA [c]omplaint."" (Id.) Based upon the foregoing, the Court construes Plaintiff's complaint to assert: (1) First Amendment retaliation claims; (2) First Amendment interference with mail claims; (3) First Amendment access to the courts claims; (4) Eighth Amendment sexual abuse claims; (5) Eighth Amendment failure to protect claims; (6) Eighth Amendment claims premised upon a failure to provide adequate medical care; (7) Eighth Amendment claims premised upon the failure to remove Plaintiff's STG designation; and (8) Fourteenth Amendment procedural due process claims premised upon the issuance of allegedly false misconducts and Plaintiff's continued STG designation. The Court also construes Plaintiff's complaint to assert constitutional claims related to the handling of his grievances and PREA complaints, civil conspiracy claims, and claims regarding violations of MDOC policies and procedures.","Summers v. Brown, 2023 U.S. Dist. LEXIS 205228#12",""
