"input text","origin case+#chunk","output text"
"Lake did not have a gun was ample and came from multiple sources, and the prosecutor's comments summarized that evidence. 2) Characterization of expert testimony The prosecutor did not mischaracterize the expert testimony in his closing argument. Because his comments did not ""distort[] the record,"" they were not improper.","United States v. Kepler, 74 F.4th 1292#228",""
"Christy, 916 F.3d at 825. The prosecutor summarized expert testimony showing the absence of any DNA or fingerprint evidence tying Mr. Lake to the gun found in the trashcan.","United States v. Kepler, 74 F.4th 1292#229",""
"He then said, ""What the professionals told you in sum is, that Jeremey Lake did not have a gun."" ROA, Vol. I at 1350. Mr.","United States v. Kepler, 74 F.4th 1292#230",""
"Kepler claims that ""no 'professional' testified that 'Jeremey Lake did not have a gun.'"" Aplt. Br. at 32. But in context, the prosecutor was asking the jury to draw the reasonable inference that Mr.","United States v. Kepler, 74 F.4th 1292#231",""
"Lake did not have a gun from the absence of evidence connecting him to the gun discovered in the police trashcan. See Hammers, 942 F.3d at 1016 (prosecutors are ""entitled to a reasonable amount of latitude in drawing inferences from the evidence during closing arguments"" (quotations omitted)). At the very least, Mr.","United States v. Kepler, 74 F.4th 1292#232",""
"Kepler has not shown the prosecutor's comments were plainly improper. Further, as noted, extensive evidence supported the Government's position that Mr. Lake did not have a gun, let alone the chrome handgun described by Mr.","United States v. Kepler, 74 F.4th 1292#233",""
"Kepler. Mr. Kepler has therefore failed to show a reasonable likelihood that the prosecutor's statements changed the outcome.","United States v. Kepler, 74 F.4th 1292#234",""
"D. No Cumulative Error Mr. Kepler contends that the cumulative effect of the errors he identifies rendered his trial unfair. Aplt.","United States v. Kepler, 74 F.4th 1292#235",""
"Br. at 49-51. HN42[] When an appellant presents a mix of preserved and unpreserved errors on appeal, we proceed with the cumulative error analysis as follows: First, the preserved errors should be considered as a group under harmless-error review. If, cumulatively, they are not harmless, reversal is required.","United States v. Kepler, 74 F.4th 1292#236",""
"If, however, they are cumulatively harmless, the court should consider whether those preserved errors, when considered in conjunction with the unpreserved errors, are sufficient to overcome the hurdles necessary to establish plain error. In other words, the prejudice from the unpreserved error is examined in light of any preserved error that may have occurred. United States v. Caraway, 534 F.3d 1290, 1302 (10th Cir. 2008).","United States v. Kepler, 74 F.4th 1292#237",""
"If we dispose of an unpreserved error on the second prong of plain error review—that is, we decide the error was not ""plain""—then it does not factor into the cumulative error analysis. United States v. Cristerna-Gonzalez, 962 F.3d 1253, 1268 (10th Cir. 2020) (where ""we disposed of [an asserted error] on the ground that any error was not plain,"" that error did ""not factor into the cumulative-prejudice analysis""). Here, Mr.","United States v. Kepler, 74 F.4th 1292#238",""
"Kepler argued one preserved error (his claim that second-degree murder is not categorically a crime of violence) and two unpreserved errors (his arguments about the malice instruction and the alleged prosecutorial misconduct). Because we hold that the district court did not err in finding second-degree murder is a crime of violence and that Mr. Kepler's remaining arguments fail on prong two of the plain error analysis, there was no cumulative error.","United States v. Kepler, 74 F.4th 1292#239",""
"III. CONCLUSION We affirm the district court. End of Document","United States v. Kepler, 74 F.4th 1292#240",""
"REPORT AND RECOMMENDATION Plaintiff, proceeding pro se and in forma pauperis, brings these actions alleging a violation of his constitutional rights. Before the Court is a Motion for Summary Judgment (""Motion"") filed by Defendants Joanne Clarey (""Capt. Clarey""), Amy Glover, Sgt. (""Sgt.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#1",""
"Glover"")1 , Clark Ard, Major (""Maj. Ard""), and Neil Johnson, Director (""Dir. Johnson"") (collectively, ""Defendants""), pursuant to Rule 56 of the Federal Rules of Civil Procedure, in these consolidated cases: C/A 9:21-cv-03590-DCC-MHC (""LeDay I"") and C/A 9:21-cv-04030-DCC-MHC (""LeDay II"").2 ECF Nos.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#2",""
"64 and 23, respectively. Plaintiff filed a Response to the Motion, ECF Nos. 69 (LeDay I) and 27 (LeDay II), and Defendants filed a Reply, ECF No. 73 (LeDay I) and 29 (LeDay II).","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#3",""
"The Motion is ripe for review. All pretrial proceedings in these cases were referred to the undersigned pursuant to the provisions of 28 U.S.C. § 636(b)(1)(A) and (B) and Local Civil Rule 73.02(B)(2)(d) (D.S.C.). Because the Motion is dispositive, this Report and Recommendation is entered for review by the District Judge.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#4",""
"The undersigned recommends granting the Motion. I. FACTS3 Plaintiff is a pre-trial detainee at the Georgetown County Detention Center (""Detention Center""), having been originally booked at the Detention Center on or around February 25, 2021. Plaintiff's claims in these consolidated cases involve three distinct events that occurred in May and June 2021: (1) an incident where Plaintiff alleges he was given ""300 days on solitary confinement/lockdown"" and not provided newspapers and religious material (LeDay II, ECF No. 1 at 6-8); (2) an incident involving Plaintiff being tased after he broke a television (LeDay I, ECF No. 1 at.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#5",""
"4-5; LeDay II, ECF No. 1 at 7); and (3) an incident involving Plaintiff's mattress being temporarily taken after he destroyed it. (LeDay I, ECF No. 1 at 4-5; LeDay II, ECF No. 1 at 5-7). A. Solitary Confinement: May 19, 2021 Disciplinary Sanctions and Related Discipline On May 17, 2021, Plaintiff was implicated in a criminal conspiracy to smuggle drugs into the Detention Center using Plaintiff's legal mail. ECF No. 64-1, Affidavit of Clark Ard at ¶ 8, and attached Exhibits 1 (5/17/21 Incident Reports, pp.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#6",""
"10-21) and 2 (GCSO Case Report, pp. 22-45). Specifically, Detention Center staff had learned that Plaintiff allegedly was selling drugs in the form of sublingual strips.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#7",""
"Detention Center staff requested assistance from Georgetown County Sheriff's Office (""GCSO"") narcotics officers, and their joint investigation revealed that Plaintiff allegedly was operating a conspiracy with his mother, sister, and others to smuggle the drugs into the Detention Center using legal mail. ECF No. 64-1 at 11-12, 23-26. According to the alleged scheme, Plaintiff would market the drugs to other inmates, who would make payments through their inmate accounts, which would be picked up by Plaintiff's sister while Plaintiff's mother would send Plaintiff the drugs through items marked as legal mail.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#8",""
"Id. at 23-26. When an inmate made a payment, Plaintiff allegedly would distribute the drugs using other inmates within the Detention Center. Id. On May 17, drugs were found in a suspicious package addressed to Plaintiff as ""legal mail."" Id. at 10-12, 24-25.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#9",""
"Plaintiff claimed the legal mail package in front of GCSO narcotics officers, who proceeded to detain him. Id. A search of Plaintiff and his cell turned up additional contraband, including a shank, razor blades, and tattooing materials. Id. at 12-21.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#10",""
"According to the Georgetown County Public Index, Plaintiff was charged with five criminal charges, while Plaintiff's mother and sister were also criminally charged.4 In addition to the criminal charges, the drug smuggling and contraband seized in the related search of Plaintiff's cell also led to Plaintiff being charged on May 17, 2021, with ten separate major Detention Center disciplinary violations. ECF No. 64-1, Ard Aff. at ¶ 9, and attached Exhibit 3 (Disciplinary Documents for 5/17/2021 disciplinary charges, pp. 46-65).","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#11",""
"On May 17, 2021, Plaintiff received written notice for each of these charges and signed acknowledgements of same. ECF No. 64-1 at 46-65. Two days later, on May 19, 2021, Plaintiff received a hearing on these ten charges chaired by Maj.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#12",""
"Ard and was found guilty on all charges based upon evidenced including the mailings, photos, and reports. ECF No. 64-1, Ard Aff. at ¶ 10, 46-65. Plaintiff received the maximum sanction of thirty days for each charge, with each sanction to run consecutively.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#13",""
"Id. On May 26, 2021, Plaintiff was charged with two major disciplinary violations for destroying a Detention Center television and for exposing himself to a nurse who worked for the Detention Center's medical provider. ECF No. 64-1, Ard. Aff. at ¶ 12, and attached Exhibit 4 (5/26/21 and 5/30/21 Disciplinary Documents).","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#14",""
"On May 30, 2021, Plaintiff was charged with a major disciplinary violation for throwing a liquid he described as ""piss"" on the same nurse to whom he had exposed himself recently. Id. Again, Plaintiff received written notification of these three new charges and a hearing was held with Maj. Ard as the hearing officer.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#15",""
"Id. Plaintiff received the maximum sanction of thirty days for each charge, with each to run consecutively to each other and the charges he was already being sanctioned for. Id. Plaintiff refers to this period as ""solitary confinement/lockdown."" ECF No. 1 at 6-8 (Leday II). However, the Detention Center does not have any ""solitary confinement"" housing areas.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#16",""
"ECF No. 64-1, Ard Aff. at ¶ 13. Instead, inmates who receive disciplinary sanctions are housed in the D-Block housing unit. Id., Ard Aff. at ¶¶ 13-14.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#17",""
"While in D-Block, Plaintiff had access to socialize with other inmates, but he did not have a cellmate for two reasons: (1) generally, D-Block inmates are housed individually in cells as a safety and security policy as housing needs allow, and (2) Plaintiff's own behavior dictated that he could not have a cellmate. Id. at ¶¶ 14-17. Specifically, Plaintiff was on suicide protocol numerous times while on D-Block status.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#18",""
"Id. at ¶ 17; ECF No. 64-2 at 19-22 (Plaintiff's Medical Records). Additionally, when Detention Center staff tried to assign Plaintiff a cellmate, Plaintiff claimed he could not have a cellmate because he was ""homicidal."" ECF No. 64-1, Ard Aff. at ¶ 17, and attached Exhibit 5 (12/2/2021 Incident Report, p. 79).","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#19",""
"Finally, Plaintiff received 103 days of good behavior credit while on D-Block status (out of a maximum 130 days possible), which decreased his disciplinary detention time. Id. at ¶ 19. B. May 26, 2021 Use of Force Incident On May 26, 2021, Plaintiff was housed in D-Block, but he was being allowed to conduct his daily recreation period in the dayroom of another housing unit, H-Block.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#20",""
"ECF No. 64-3, Affidavit of Brittany Byers at ¶ 6. Officers Alexis Grove and Brittany Byers were monitoring the inmates from the Tower 2 security post, which overlooks H-Block and other housing units at the Detention Center. Id., Byers Aff. at ¶ 6, and attached Exhibit 1 (Byers 5/26/21 Incident Report, p.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#21",""
"6). Plaintiff knocked over the water cooler in H-Block, spilling ice and water all over the floor, then took the cover of the water cooler and began to throw it at the H-Block dayroom television in an attempt to destroy the television. Id., Byers Aff. at ¶ 7; ECF No. 64-4, Declaration of Amy Glover at ¶¶ 6-7, and attached Exhibit 1 (Glover 5/26/21 Incident Report, p.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#22",""
"7). Officers Grove and Byers radioed for assistance, and Sgt. Amy Glover, a shift supervisor, responded.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#23",""
"ECF No. 64-3, Byers Aff. at ¶ 8; ECF No. 64-4, Glover Decl. at ¶¶ 5-6. Sgt. Glover and Ofc.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#24",""
"Byers then entered H-Block to address the situation. ECF No. 64-3, Byers Aff. at ¶ 8; ECF No. 64-4, Glover Decl. at ¶ 8. By this time, Plaintiff had shimmied out of his waist chains, allowing them to dangle between his arms as a potential weapon, and had grabbed a broom in the dayroom and was brandishing it as a weapon.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#25",""
"ECF No. 64-3, Byers Aff. at ¶¶ 7-8; ECF No. 64-4, Glover Decl. at ¶ 8. Both officers tried to speak to Plaintiff to calm him down to no avail. ECF No. 64-3, Byers Aff. at ¶ 10; ECF No. 64-4, Glover Decl. at ¶¶ 7-8.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#26",""
"While Sgt. Glover moved to secure another inmate who had approached, Plaintiff began to throw the broom at the television and ultimately destroyed it. ECF No. 64-3, Byers Aff. at ¶¶ 10-11; ECF No. 64-4, Glover Decl. at ¶ 9.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#27",""
"Officer Byers twice approached Plaintiff to take the broom from him but backed off when Plaintiff threatened her. ECF No. 64-3, Byers Aff. at ¶ 11. Because of Plaintiff's erratic behavior and refusal to give up the broom, Sgt.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#28",""
"Glover radioed for additional officer assistance. ECF No. 64-4, Glover Decl. at ¶ 12. Plaintiff then walked across the dayroom and began to try to rip the shower door off the wall.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#29",""
"ECF No. 64-3, Byers Aff. at ¶ 12; ECF No. 64-4, Glover Decl. at ¶ 10. Both officers again spoke to Plaintiff to get him to calm down and give up the broom, with no effect. ECF No. 64-3, Byers Aff. at ¶ 12; ECF No. 64-4, Glover Decl. at ¶ 11.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#30",""
"Because Plaintiff was attempting to damage a third piece of Detention Center property, additional officers had not yet arrived, and Plaintiff was growing more hostile, Sgt. Glover elected to Tase Plaintiff. ECF No. 64-3, Byers Aff at ¶ 13; ECF No. 64-4, Glover Decl. at ¶ 11.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#31",""
"The taser prongs hit Plaintiff and were effective, causing him to ""lock up,"" drop the broom, and fall down. ECF No. 64-3, Byers Aff. at ¶ 13; ECF No. 64-4, Glover Decl. at ¶ 12. Officer Byers secured Plaintiff with handcuffs behind his back and removed the waist chains.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#32",""
"ECF No. 64-3, Byers Aff. at ¶ 14; ECF No. 64-4, Glover Decl. at ¶ 14. The officers were then able to sit Plaintiff up, and Sgt. Glover removed the taser prongs from Plaintiff, as she had been trained to do.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#33",""
"ECF No. 64-3, Byers Aff. at ¶ 14; ECF No. 64-4, Glover Decl. at ¶ 16. The officers then escorted Plaintiff to the medical office where he was evaluated, prescribed Tylenol and cleared by a nurse after requiring two band-aids for treatment. ECF No. 64-3, Byers Aff. at ¶ 15; ECF No. 64-4, Glover Decl. ¶ at 17; ECF No. 64-2 at 19, 26.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#34",""
"Two overhead surveillance videos of this incident were downloaded for purposes of the Detention Center's use of force investigation. ECF No. 64-1, Ard Aff. at ¶ 5; ECF No. 64-6, Video 1 and 2).5 These videos generally corroborate the testimony of Ofc. Byers and Sgt.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#35",""
"Glover. Video 1 shows Plaintiff throwing the top of the water cooler at the television. ECF No. 64-6.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#36",""
"Next, Plaintiff can be seen picking up a broom and moving around H-Block. Id., Video 1. When Sgt.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#37",""
"Glover arrives, she and Ofc. Byers enter H-Block and immediately begin to talk to Plaintiff, who is still holding the broom. Id. When Sgt.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#38",""
"Glover escorts another inmate away from the situation, Plaintiff proceeds to throw the broom at the television. Id. Plaintiff then walks across the dayroom towards the shower and proceeds to try to damage it. Id. It appears that Sgt.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#39",""
"Glover then Tases Plaintiff, though that part cannot be seen on the video. Sgt. Glover and Ofc.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#40",""
"Byers then exit H-Block with Plaintiff in handcuffs, and Sgt. Glover escorts him out of Tower 2. ECF No. 64-6, Video 2.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#41",""
"C. May 29, 2021 Mattress Incident On May 28, 2021, two days after the Tasing incident, Plaintiff was again in H-Block for his daily recreation. Corporal Flint entered H-Block and noticed that the screen on the inmate kiosk was broken. ECF No. 64-5, Affidavit of Capt.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#42",""
"Clarey at ¶ 7, and attached Exhibit 2 (5/28/2021 Incident Reports, pp. 12-13). Corporal Flint asked the inmates in H-Block, including Plaintiff, who broke the screen and all denied breaking it, though Plaintiff subsequently admitted that he had broken the screen by punching it.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#43",""
"ECF No. 64-5 at 12. As Cpl. Flint was cleaning up the broken glass from the kiosk Plaintiff destroyed, he saw Plaintiff trying to break the glass light fixture in his cell.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#44",""
"ECF No. 64-5 at 12. When Plaintiff was examined by a nurse for the cuts on his hands, he told the nurse he would continue his destructive behavior. ECF No. 64-5, Clarey Aff. at ¶ 7, and attached Exhibit 3 (5/28/2021 Nurse Statement, p.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#45",""
"14). Because of his behavior, Plaintiff was moved to the Detention Center's padded cell, Holding 5, for the safety and security of Plaintiff and the Detention Center. ECF No. 64-5, Clarey Aff. at ¶ 8, and attached Exhibit 1 (Holding 5 photos, pp.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#46",""
"7-11). Upon being moved to the padded cell, Plaintiff's regular clothes were removed, and Plaintiff was provided a fabric suicide smock, suicide blanket, and suicide mattress. ECF No. 64-5, Clarey Aff. at ¶ 9; LeDay I, ECF No. 1 at 5; LeDay II, ECF No. 1 at 7.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#47",""
"The next day, May 29, 2021, it was discovered that Plaintiff had destroyed his suicide mattress, something Plaintiff admits. ECF No. 64-5, Clarey Aff. at ¶ 10; LeDay I, ECF No. 1 at 5; LeDay II, ECF No. 1 at 7. Because Plaintiff had recently destroyed a television, shower door, and kiosk, and to prevent Plaintiff from potentially harming himself, Capt.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#48",""
"Clarey decided that Plaintiff's destroyed mattress should be removed from the padded cell. ECF No. 64-5, Clarey Aff. at ¶¶ 11-12. Plaintiff was also informed that he would not receive a new mattress until he stopped his destructive behavior.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#49",""
"Id. at ¶ 13. Plaintiff did not immediately stop his behavior and over the next few days continued to be disruptive, including threatening to throw feces and urine on Detention Center staff and continue to destroy property. Id. at ¶ 14, and attached Exhibit 4 (logbook excerpts, pp.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#50",""
"19-21). By June 5, 2021, Plaintiff's behavior had improved, and he was provided with a new suicide mattress. Id. at ¶ 15 and p.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#51",""
"22. II. LEGAL STANDARD Defendants move for summary judgment on Plaintiff's claims pursuant to Rule 56 of the Federal Rules of Civil Procedure.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#52",""
"Summary judgment is appropriate if a party ""shows there is no genuine dispute as to any issue of material fact"" and that the movant is entitled to judgment as a matter of law. Fed. R. Civ. P. 56(a). Under the framework established in Celotex Corp. v. Catrett, 477 U.S. 317, 106 S. Ct. 2548, 91 L. Ed.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#53",""
"2d 265 (1986), the party seeking summary judgment shoulders the initial burden of demonstrating to the Court that there is no genuine issue of material fact. Id. at 323. Once the movant has made this threshold demonstration, the non-moving party, to survive the motion for summary judgment, must demonstrate that specific, material facts exist which give rise to a genuine issue.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#54",""
"Id. at 324. Under this standard, the evidence of the non-moving party is to be believed and all justifiable inferences must be drawn in favor of the non-moving party. See Anderson v. Liberty Lobby, Inc., 477 U.S. 242, 255, 106 S. Ct. 2505, 91 L. Ed.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#55",""
