"input text","origin case+#chunk","output text"
"Thus, ""[i]n order for an individual to be liable under Section 1983, it must be affirmatively shown that the official charged acted personally in the deprivation of the plaintiff's rights, and the defendant must have had personal knowledge of and involvement in the alleged deprivation of the plaintiff's rights."" Blessing v. Scaturo, No. 6:16-1832-BHH-KFM, 2017 U.S. Dist. LEXIS 132559, 2017 WL 3575734, at *9 (D.S.C. July 28, 2017) (internal quotation marks omitted), report and recommendation adopted, 2017 U.S. Dist. LEXIS 131385, 2017 WL 3535104 (D.S.C. Aug. 17, 2017); see also Ashcroft v. Iqbal, 556 U.S. 662, 676-77, 129 S. Ct. 1937, 173 L. Ed. 2d 868 (2009) (recognizing that ""vicarious liability is inapplicable"" in § 1983 suits and liability must be established ""through the official's own individual actions""). Dir.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#70",""
"Johnson, who was the senior executive at the Detention Center, was not involved with any of the day-to-day details of Plaintiff's detention, including the mattress incident. ECF No. 64-7, Declaration of Neil Johnson at ¶¶ 3-5. Plaintiff has not presented any evidence to establish otherwise.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#71",""
"Beyond naming Dir. Johnson as a defendant because he is the Director of the Detention Center, Plaintiff has failed to show, much less allege, how Dir. Johnson did anything to violate Plaintiff's rights.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#72",""
"The law does not permit a § 1983 plaintiff to hold a defendant individually liable based on their position of authority. See Polk Cnty. v. Dodson, 454 U.S. 312, 325, 102 S. Ct. 445, 70 L. Ed. 2d 509 (1981) (""Section 1983 will not support a claim based on a respondeat superior theory of liability""); Orange v. Fielding, 517 F. Supp. 2d 776, 790 (D.S.C. 2007) (explaining that ""vicarious liability and respondeat superior are not applicable in § 1983 actions""); Walker v. Keel, No. 8:19-cv-03043-JMC-JDA, 2019 U.S. Dist. LEXIS 230353, 2019 WL 9341413, at *3 (D.S.C. Oct. 31, 2019) (recommending summary dismissal of claims because ""[i]t is not enough to name individuals as Defendants and then complain generally, without specific facts as to each defendant's conduct.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#73",""
"For a defendant to be liable under § 1983 in his individual capacity, Plaintiff must allege facts indicating how each defendant personally participated in the alleged denial of rights.""), report and recommendation adopted, 2020 U.S. Dist. LEXIS 68912, 2020 WL 1910155 (D.S.C. Apr. 20, 2020). Plaintiff has not come forward with any evidence to support a claim against Dir. Johnson.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#74",""
"Accordingly, Dir. Johnson is entitled to summary judgment on Plaintiff's claims. C. Claims Based on the Conditions of Plaintiff's Confinement As set forth in Claims 1 and 2 above, Plaintiff asserts deliberate indifference to the conditions of his confinement related to his time in disciplinary detention, as well as to the issues with his mattress while in the padded cell.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#75",""
"He is seeking relief for emotional injuries, specifically pain and suffering, mental health and humiliation. ECF No. 1 at 7 (LeDay I); ECF No. 1 at 6 (LeDay II). For the reasons that follow, the undersigned finds that Defendants' Motion should be granted as to these conditions-of-confinement claims.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#76",""
"1. There is no evidence of any physical injury related to conditions of confinement. The Prison Litigation Reform Act (""PLRA"") requires that a plaintiff demonstrate a physical injury to pursue a federal claim for any emotional injury: ""[n]o Federal civil action may be brought by a prisoner confined in a jail, prison, or other correctional facility, for mental or emotional injury suffered while in custody without a prior showing of physical injury or the commission of a sexual act."" 42 U.S.C. § 1997e(e).","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#77",""
"Here, Plaintiff has not established or shown any physical injury arising from his conditions of confinement claims (Claims 1 and 2). There is no evidence in the record of any physical injury. Plaintiff's conclusory allegations regarding a physical injury from his disciplinary detention and from the period he did not have a mattress in the padded cell, without more, are insufficient to create a question of fact for purposes of summary judgment.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#78",""
"See Thompson, 312 F.3d at 649 (noting conclusory or speculative allegations or denials, without more, are insufficient to preclude the granting of the summary judgment motion). Moreover, Plaintiff has not pointed to any evidence to support these conclusory allegations. Plaintiff's Sick Call requests, the Nursing Progress Notes, and the Physician's Orders in the record show that Plaintiff neither requested, nor was seen, for any physical injury that might plausibly be related to either his disciplinary detention status or the temporary removal of his mattress.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#79",""
"ECF No. 64-2. Because Plaintiff has not established any actual physical injury from these incidents, his claims are barred by the PLRA. See Bolick v. Thompson, No. 5:20-cv-03119-RBH, 2021 U.S. Dist. LEXIS 64045, 2021 WL 1220826, at *2 (D.S.C. Apr. 1, 2021) (dismissing detainee's claim under 42 U.S.C. § 1997e(e) because he did ""not allege or claim that he suffered a physical injury resulting from his conditions of confinement""); Babb v. Spartanburg Cty.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#80",""
"Det. Ctr., No. 8:21-cv-00250-JFA-JDA, 2021 U.S. Dist. LEXIS 66417, 2021 WL 1821981, at *5 (D.S.C. Mar. 16, 2021) (recommending dismissal of complaint under 42 U.S.C. § 1997e(e) where plaintiff ""fails to identify a compensable injury""), report and recommendation adopted, 2021 U.S. Dist. LEXIS 66187, 2021 WL 1259662 (D.S.C. Apr. 5, 2021). Accordingly, the undersigned recommends granting summary judgment to Defendants on Plaintiff's claims regarding his conditions of confinement.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#81",""
"2. Plaintiff has failed to establish a constitutional violation related to his conditions of confinement. Moreover, Plaintiff has not established a constitutional violation based upon his claims for deliberate indifference to the conditions of his confinement related to his time in disciplinary detention, as well as to the issues with his mattress while in the padded cell.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#82",""
"To make out a prima facie case in this context, ""a plaintiff must show both (1) a serious deprivation of a basic human need; and (2) deliberate indifference to prison conditions on the part of prison officials."" Strickler v. Waters, 989 F.2d 1375, 1379 (4th Cir. 1993) (citation and internal quotation marks omitted). The Supreme Court has explained that ""the first showing requires the court to determine whether the deprivation of the basic human need was objectively sufficiently serious, and the second requires it to determine whether subjectively the officials acted with a sufficiently culpable state of mind."" Id. (citations and internal quotation marks omitted) (emphasis in original). ""[E]xtreme deprivations are required to make out a conditions-of-confinement claim,"" and ""only those deprivations denying the minimal civilized measure of life's necessities are sufficiently grave to form the basis of [a constitutional] violation."" Hudson v. McMillian, 503 U.S. 1, 9, 112 S. Ct. 995, 117 L. Ed. 2d 156 (1992) (internal quotation marks omitted).","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#83",""
"To demonstrate such an extreme deprivation, a prisoner ""must produce evidence of a serious or significant physical or emotional injury resulting from the challenged conditions,"" Strickler, 989 F.2d at 1381, or demonstrate a substantial risk of such serious harm resulting from the prisoner's unwilling exposure to the challenged conditions. See Helling v. McKinney, 509 U.S. 25, 33-36, 113 S. Ct. 2475, 125 L. Ed. 2d 22 (1993). i.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#84",""
"No serious deprivation. As discussed in detail above, Plaintiff has not put forth or otherwise pointed to any evidence in the record showing any physical injury related to his conditions of confinement claim. Nor has Plaintiff put forth any evidence of any serious or significant emotional injury resulting from the conditions of confinement.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#85",""
"See Strickler, 989 F.2d at 1381 (4th Cir. 1993) (finding that to demonstrate an ""extreme deprivation"" required for a conditions of confinement claim, a prisoner ""must produce evidence of a serious or significant physical or emotional injury resulting from the challenged conditions""); Nelson v. Jones, No.: 2:17-cv-00815-RBH, 2018 U.S. Dist. LEXIS 127531, 2018 WL 3633897, at *4 (D.S.C. July 31, 2018) (collecting cases and finding that inmate must ""come forward with some evidence of significant/serious injury"" to avoid summary judgment on conditions-of-confinement claim); see also Holcomb v. Greenville Cnty., No. 1:15-03582-MGL, 2015 U.S. Dist. LEXIS 140827, 2015 WL 6125358, at *3 (D.S.C. Oct. 15, 2015) (summarily dismissing conditions of confinement claim ""because [plaintiff] has not alleged a significant physical or emotional injury from the challenged conditions""). Plaintiff has not demonstrated a substantial risk of such serious harm resulting from his challenged conditions in this case or otherwise established a ""serious deprivation."" Regarding his claim about being housed in disciplinary detention, ""[t]here is no constitutional right for a state prisoner or federal prisoner to be housed in a particular institution, at particular custody level, or in a particular portion or unit of a correctional institution."" Allah v. Burt, No. 4:08-1538-TLW—TER, 2010 U.S. Dist. LEXIS 9135, 2010 WL 476016, at *4 (D.S.C. Feb. 3, 2010) (collecting cases). Thus, Plaintiff's generalized allegation that he was housed for 300 days in what he described as ""solitary confinement"" does not, by itself, implicate any constitutional issues related to his confinement conditions.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#86",""
"Furthermore, the evidence in this case shows that as to ""basic human needs,"" i.e., food, clothing, hygiene, and safety, Detention Center inmates housed in disciplinary detention receive the same conditions as general population. ECF No. 64-1, Ard. Aff at ¶ 14.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#87",""
"Moreover, the evidence shows that Plaintiff was not housed in ""solitary confinement,"" but instead was repeatedly housed on suicide watch — where a roommate is not allowed — and when Detention Center staff attempted to assign him a cellmate, Plaintiff claimed he was ""homicidal."" ECF No. 64-1, Ard Aff. at ¶¶ 13, 15-17, and at 79; ECF No. 64-1, at 19-22; ECF No. 64-5, Clarey Aff. at ¶¶ 8-9. Further, even when housed in disciplinary detention without a cellmate, Plaintiff was still able to socialize with other inmates. ECF No. 64-1, Ard Aff. at ¶¶ 13-14.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#88",""
"Under these circumstances, Plaintiff has not established a viable constitutional claim based upon the conditions of confinement related his disciplinary detention. Plaintiff's allegations about being housed for a few days without a mattress also do not establish a serious deprivation for purposes of a deliberate indifference claim. ""[N]umerous courts have held that depriving an inmate of a mattress for short periods of time does not constitute cruel and unusual punishment."" Joyner v. Patterson, No. 0:13-cv-2675-DCN, 2014 U.S. Dist. LEXIS 110283, 2014 WL 3909531, at *6 (D.S.C. Aug. 11, 2014) (collecting cases), aff'd, 597 F. App'x 748 (4th Cir. 2015); see also Brown v. West, No. 4:14-cv-04732-TLW, 2015 U.S. Dist. LEXIS 89090, 2015 WL 4162457, at *9 (D.S.C. July 9, 2015) (granting summary judgment on conditions of confinement claim based upon allegations that plaintiff ""had to sleep on the cold floor without a mattress or covers, finding plaintiff had ""not presented evidence to create a genuine issue of material fact as to whether he was denied the minimal civilized measure of life's necessities""). The undersigned notes that, in this instance, Plaintiff was assigned to a cell with padded flooring, and thus, for the few days he was without a mattress after he destroyed the one he had been provided, he was not sleeping on bare, hard floor.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#89",""
"ECF No. 64-5 at 7-11. Further, to the extent Plaintiff's claims are based upon allegations that he was cold because he did not have a blanket, those allegations do not establish a serious deprivation or deliberate indifference. See Ajaj v. United States, 479 F. Supp. 2d 501, 547-48 (D.S.C. 2007) (granting summary judgment and dismissing conditions of confinement claims based on allegations that plaintiff did not have a mattress for multiple days, that his cell was too cold, and that he was not given sufficient clothes and blankets).","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#90",""
"Plaintiff was provided a suicide smock, which is a one-piece clothing item made of sturdy fabric designed to keep inmates who are on suicide protocol from tearing the fabric and potentially endangering themselves. LeDay I, ECF No. 1 at 5; LeDay II, ECF No. 1 at 7. ""Courts in this district have held that an inmate's 'mere exposure to cold air' when he has the protection of clothing or blankets is insufficiently serious to rise to the level of a Constitutional violation."" King v. McPherson, No. 0:15-2358-RBH-PJG, 2016 U.S. Dist. LEXIS 183643, 2016 WL 8673006, at *8 (D.S.C. Aug. 12, 2016) (internal citation omitted), report and recommendation adopted, 2016 U.S. Dist. LEXIS 116847, 2016 WL 4523465 (D.S.C. Aug. 29, 2016); see also Strickland v. Spartanburg Cty. Sheriff's Dep't, No. 7:18-2439-MGL-KFM, 2018 U.S. Dist. LEXIS 204169, 2018 WL 6313953, at *1, *3 (D.S.C. Oct. 12, 2018) (recommending dismissal of conditions of confinement claim because allegation of ""being placed in a cold cell"" was insufficient to state a claim), report and recommendation adopted sub nom.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#91",""
"Strickland v. Spartanburg Cty. Sheriff's Office, 2018 U.S. Dist. LEXIS 203799, 2018 WL 6305830 (D.S.C. Nov. 30, 2018). Plaintiff has not established a constitutional violation regarding his conditions of confinement claim based upon his temporary lack of a mattress or blanket.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#92",""
"Finally, to the extent that Plaintiff claims he was denied the Quran he had ordered, Plaintiff has not shown a constitutional violation. To establish a violation of the Free Exercise Clause of the First Amendment, Plaintiff must plead and prove that a Detention Center practice or policy ""impose[d] a substantial burden on [his] right to practice his religion."" Wall v. Wade, 741 F.3d 492, 498 (4th Cir. 2014) (internal quotations and citation omitted). A substantial burden is one that ""put[s] substantial pressure on an adherent to modify his behavior and to violate his beliefs."" Thomas v. Review Bd. of Ind.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#93",""
"Emp't Sec. Div., 450 U.S. 707, 718, 101 S. Ct. 1425, 67 L. Ed. 2d 624 (1981). Plaintiff has not produced any evidence of, or even alleged, a ""substantial burden"" on the exercise of his religion.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#94",""
"At most, Plaintiff's allegations appear to indicate that he did not receive a Quran he had ordered because he already possessed a Quran that had been provided to him by the Detention Center's chaplain. ECF No. 64-1, Ard. Aff. at ¶ 20.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#95",""
"Under these circumstances, Plaintiff has not established a constitutional violation. See Herron v. McCoy, No. 7:19CV00049, 2019 U.S. Dist. LEXIS 21224, 2019 WL 527517, at *2 (W.D. Va. Feb. 11, 2019) (dismissing similar alleged violation because plaintiff did not indicate how denial of Bible substantially burdened his practice of a sincere, religious belief).","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#96",""
"For the foregoing reasons, the undersigned recommends granting Defendants' Motion for Summary Judgment on Plaintiff's claim under § 1983 based upon his conditions of confinement. ii. No deliberate indifference. Moreover, Plaintiff has not established that any Defendant was deliberately indifferent to prison conditions. ""Deliberate indifference is a form of mens rea (or 'guilty mind') equivalent to criminal-law recklessness."" Campbell v. Florian, 972 F.3d 385, 395, (4th Cir. 2020), as amended (Aug. 28, 2020) (citation and internal quotation marks omitted).","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#97",""
"In the Fourth Circuit, liability under this standard requires two showings: ""The prison official must have both [(a)] subjectively recognized a risk of substantial harm and [(b)] subjectively recognized that his actions were inappropriate in light of that risk."" Id. (citation and internal quotation marks omitted). Thus, deliberate indifference is ""a very high standard, and a showing of mere negligence will not meet it."" Id. (citation and internal quotation marks omitted). Plaintiff has not set forth or pointed to any evidence that any Defendant was aware that Plaintiff was suffering from a condition that was a ""serious deprivation of a basic human need."" See Strickler, 989 F.2d at 1379.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#98",""
"Regarding his time in disciplinary detention, the evidence shows that Plaintiff received the same provisions as every other inmate at the Detention Center: he was served the same meals, provided the same rotation of clothing and bedding, the same ability to write and mail items, and the same access to medical care and counseling. ECF No. 64-1, Ard Aff. at ¶ 14. Regarding his time without a mattress, there is no evidence that any Defendant was aware that Plaintiff was at any substantial risk of harm in a padded cell.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#99",""
"To the contrary, Capt. Clarey and Maj. Ard believed the absence of a mat would create no issue since the floor of Plaintiff's cell offered a level of padding similar to the suicide mattress Plaintiff had destroyed.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#100",""
"ECF No. 64-5, Clarey Aff. at ¶ 12; ECF No. 64-1, Ard Aff. at ¶ 6. Finally, Plaintiff has not set forth any evidence to suggest that any Defendant both ""subjectively recognized a risk of substantial harm and subjectively recognized that his [or her] actions were inappropriate in light of that risk."" Campbell, 972 F.3d at 395. Accordingly, the undersigned recommends granting Defendants' Motion for Summary Judgment on Plaintiff's claims under § 1983 based on his conditions of confinement.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#101",""
"C. Claim Based on Excessive Force Plaintiff's third claim is a claim of excessive use of force when he was tased. Claims of excessive force brought by pretrial detainees are claims for violation of the Due Process Clause of the Fourteenth Amendment. See Kingsley v. Hendrickson, 576 U.S. 389, 397-98, 135 S. Ct. 2466, 192 L. Ed.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#102",""
"2d 416 (2015); Cooper v. Dyke, 814 F.2d 941, 948 (4th Cir. 1987) (explaining that ""it is the Due Process Clause of the Fourteenth Amendment that applies to pretrial detainees""). In Kingsley, the Supreme Court held that a plaintiff must demonstrate ""only that the force purposely or knowingly used against him was objectively unreasonable."" 576 U.S. at 396-97. A consideration of objective reasonableness turns on the ""facts and circumstances of each particular case,"" and that consideration must be made ""from the perspective of a reasonable officer on the scene, including what the officer knew at the time, not with the 20/20 vision of hindsight."" Id. at 397.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#103",""
"Likewise, the court ""must take account of the legitimate interests in managing a jail, acknowledging as part of the objective reasonableness analysis that deference to policies and practices needed to maintain order and institutional security is appropriate."" Id. at 399-400. The reasonableness analysis should protect an officer who acts in good faith. Id. at 399.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#104",""
"In Kingsley, the Supreme Court identified several considerations that ""may bear on the reasonableness or unreasonableness of the force used,"" including (1) the relationship between the need for the use of force and the amount of force used; (2) the extent of the plaintiff's injury; (3) any effort made by the officer to temper or to limit the amount of force; (4) the severity of the security problem at issue; (5) the threat reasonably perceived by the officer; and (6) whether the plaintiff was actively resisting. Id. at 397. Upon review of the record evidence, the undersigned concludes that the amount of force used was reasonable when weighed against the need for force in this case.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#105",""
"The Detention Center has a legitimate need to maintain security and order, and the evidence shows that Plaintiff had damaged several pieces of Detention Center property and possessed multiple items which could have been used as weapons against officers or other inmates. The force used appears to be only the force necessary to stop Plaintiff from actively damaging Detention Center property and to secure him. Further, both officers attempted to speak to Plaintiff and deescalate the situation to no avail — Plaintiff repeatedly refused to give up the broom, despite attempts by Ofc.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#106",""
"Byers to retrieve it. It was only when Plaintiff began to try to damage a shower door after having damaged a water cooler and destroyed a television that Sgt. Glover elected to use force against Plaintiff.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#107",""
"Further, Sgt. Glover had evaluated the methods of force available to her and determined that her taser posed the least amount of risk. Finally, Plaintiff suffered a relatively minor injury — two small marks which required only band-aids for treatment.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#108",""
"ECF No. 64-3, Byers Aff. at ¶ 15; ECF No. 64-4, Glover Decl. at ¶ 17; ECF No. 64-2 at 19. Upon consideration of the Kingsley factors and the evidence before the Court, the undersigned concludes that the force used against Plaintiff was objectively reasonable, and Defendants are entitled to summary judgment on Plaintiff's excessive force claim. See Rivera v. Loos, 6:21-cv-2017-BHH-KFM, 2022 U.S. Dist. LEXIS 131002, 2022 WL 2835751, at *7 (D.S.C. June 8, 2022) (finding single use of taser was ""objectively reasonable under the circumstances and therefore constitutionally permissible""), report and recommendation adopted, 2022 U.S. Dist. LEXIS 129568, 2022 WL 2835212 (D.S.C. July 20, 2022); Carelock v. Johnson, No. 5:20-1635-JD-KDW, 2021 U.S. Dist. LEXIS 184269, 2021 WL 4691678, at *10 (D.S.C. July 7, 2021) (finding use of taser on pre-trial detainee ""was not objectively unreasonable given the facts,"" where plaintiff ""repeatedly refused to follow directions and orders from Defendants"" and tried ""to physically prevent Defendants from handcuffing him or removing his jumpsuit""), report and recommendation adopted sub nom.","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#109",""
"Roshune Lemarr Carelock Plaintiff, v. Jeff Johnson et al., 2021 U.S. Dist. LEXIS 183250, 2021 WL 4350567 (D.S.C. Sept. 24, 2021); Waters v. Stewart, No.: 4:15-cv-04143-RBH, 2019 U.S. Dist. LEXIS 40480, 2019 WL 1146685, at *7 (D.S.C. Mar. 13, 2019) (applying Kingsley and finding use of taser on pre-trial detainee was ""objectively reasonable"" where plaintiff ""actively resisted officers' efforts to remove him from the car—though he was handcuffed, he was kicking his feet""), aff'd, 776 F. App'x 134 (4th Cir. 2019); Williams v. Ward, No. 6:18-cv-1138-TMC, 2018 U.S. Dist. LEXIS 215707, 2018 WL 6695718, at *2 (D.S.C. Dec. 20, 2018) (finding ""no genuine issue of material fact regarding whether [d]efendant's use of the taser was objectively reasonable"" where plaintiff refused multiple orders to lie down and allow himself to be handcuffed); see also Warren v. PFC Houston Sauer, L509, No. 4:19-cv-02722-DCN, 2021 U.S. Dist. LEXIS 68458, 2021 WL 1310758, at *6 (D.S.C. Apr. 8, 2021) (dismissing Fourth Amendment excessive force claim where officers used physical force against arrestee who had assaulted officer and was resisting being taking into custody because the ""use of force was objectively reasonable as a matter of law""); Herriott v. Parrish, o. 6:19-750-DCN-KFM, 2020 U.S. Dist. LEXIS 124149, 2020 WL 5948257, at *3 (D.S.C. May 26, 2020) (recommending dismissal of Eighth Amendment excessive force claim where inmate was ""aggressively resist[ing] being restrained with handcuffs"" and corrections officers took inmate to floor to place cuffs on him), report and recommendation adopted, 2020 U.S. Dist. LEXIS 123585, 2020 WL 3969872 (D.S.C. July 14, 2020), aff'd, 857 F. App'x 762 (4th Cir. 2021).","LeDay v. Clarey, 2023 U.S. Dist. LEXIS 133630#110",""
