"input text","origin case+#chunk","output text"
"Edith H. Jones, Circuit Judge: Steven Lawayne Nelson was convicted of capital murder and sentenced to death for his involvement in the robbery and murder of a pastor. After exhausting his state remedies, Nelson filed a federal habeas petition under 28 U.S.C. § 2254 and sought investigative services under 18 U.S.C. § 3599. The district court rejected his petition for relief, concluded that investigative services were not reasonably necessary, and denied a certificate of appealability (COA).","Nelson v. Lumpkin, 72 F.4th 649#1",""
"Nelson then petitioned this court for a COA. We granted that petition on a single issue: Whether Nelson's trial counsel were ineffective for failing to investigate and present at the penalty phase of trial two alleged accomplices' participation in the robbery and murder. We hold that Nelson's attempt to reframe his Sixth Amendment counsel ineffectiveness claim in federal court does not save it from the strictures of AEDPA review, 28 U.S.C. § 2254(d).","Nelson v. Lumpkin, 72 F.4th 649#2",""
"We now AFFIRM. I. On March 3, 2011, while tending to his ecclesiastical duties at Arlington's NorthPointe Baptist Church, Reverend Clinton Dobson was bound, savagely beaten, and then suffocated with a plastic bag. Nelson v. State, No. AP-76,924, 2015 Tex. Crim.","Nelson v. Lumpkin, 72 F.4th 649#3",""
"App. Unpub. LEXIS 295, 2015 WL 1757144, at *1 (Tex. Crim. App. Apr. 15, 2015).","Nelson v. Lumpkin, 72 F.4th 649#4",""
"Dobson's elderly secretary, Judy Elliott, was also beaten beyond recognition and within an inch of her life. 2015 Tex. Crim. App. Unpub.","Nelson v. Lumpkin, 72 F.4th 649#5",""
"LEXIS 295, [WL] at *1-2. A car, laptop, cellphone, and several credit cards were stolen. Id. Two days later, police arrested Nelson and a grand jury indicted him for capital murder based on, inter alia, physical evidence recovered at the scene, surveillance video showing Nelson using the victims' credit cards at a mall, and information provided by Nelson's acquaintances.","Nelson v. Lumpkin, 72 F.4th 649#6",""
"See 2015 Tex. Crim. App. Unpub. LEXIS 295, [WL] at *2-3.","Nelson v. Lumpkin, 72 F.4th 649#7",""
"At the guilt stage of Nelson's trial, the State presented impressive physical and circumstantial evidence directly linking Nelson to the crime. Nelson's fingerprints were at the murder scene, and droplets of the victims' blood were on top of Nelson's sneakers. 2015 Tex. Crim.","Nelson v. Lumpkin, 72 F.4th 649#8",""
"App. Unpub. LEXIS 295, [WL] at *3. Moreover, distinctive white metal studs from the belt Nelson was wearing when police arrested him were found on and around Dobson's body.","Nelson v. Lumpkin, 72 F.4th 649#9",""
"2015 Tex. Crim. App. Unpub. LEXIS 295, [WL] at *2-3.","Nelson v. Lumpkin, 72 F.4th 649#10",""
"Shortly after the murder, Nelson was seen driving Elliott's car to a store, where he sold Dobson's laptop to another customer. 2015 Tex. Crim. App. Unpub.","Nelson v. Lumpkin, 72 F.4th 649#11",""
"LEXIS 295, [WL] at *2. Video surveillance at the local mall showed Nelson using Elliott's stolen credit cards to make purchases. Id. Further, the day after the murder, Nelson sent a series of incriminating text messages. ""One asked to see the recipient because '[i]t might be the last time.' Another said, 'Say, I might need to come up there to stay.","Nelson v. Lumpkin, 72 F.4th 649#12",""
"I did some [stuff] the other day, Cuz.' A third said, 'I [messed] up bad, Cuz, real bad.'"" Id. Nelson even bragged about the murder to a friend. Against his lawyers' advice, Nelson insisted on testifying. According to Nelson, he waited outside the church to serve as a lookout while two others, Anthony Springs and Claude Jefferson, went inside to rob Dobson and Elliott.1 2015 Tex. Crim.","Nelson v. Lumpkin, 72 F.4th 649#13",""
"App. Unpub. LEXIS 295, [WL] at *3. After about twenty-five minutes, Nelson entered the church and saw the victims face down and bleeding out from their heads on the floor, but still alive.","Nelson v. Lumpkin, 72 F.4th 649#14",""
"Id. Nelson did nothing to aid the victims; instead, he robbed them, taking Dobson's laptop, Elliott's keys, and Elliott's credit cards, and then went back outside. Id. Later, he went back inside and saw that Dobson was dead, but quickly left because he could not stand the smell. Id. Nelson admitted that ""he knew people were inside the church and that he agreed to rob them,"" he just did not know that his accomplices would kill anyone.","Nelson v. Lumpkin, 72 F.4th 649#15",""
"Id. Nelson's story did not square with the State's extensive evidence. For one, Nelson could not explain how droplets of the victims' blood got on the top of his shoes or how pieces of his belt broke off at the murder scene. Moreover, Springs and Jefferson each had alibis.","Nelson v. Lumpkin, 72 F.4th 649#16",""
"Two witnesses and phone records placed Springs over 30 miles away during the time of the murder. A class sign-in sheet and phone records placed Jefferson in his chemistry class. Rather than try to definitively prove Nelson's story, Nelson's trial counsel raised suspicion as to Springs's and Jefferson's involvement to undermine the State's theory that Nelson alone committed the murder.","Nelson v. Lumpkin, 72 F.4th 649#17",""
"For example, Nelson's counsel challenged Springs's and Jefferson's alibis and established that police recovered DNA evidence from the crime scene that did not match the victims, Nelson, or Springs. The trial court gave the jury a law of the parties instruction, meaning that it could return a guilty verdict if it found either that Nelson was (1) directly responsible for Dobson's murder or (2) a party to the robbery and should have anticipated that a death was likely to occur during the robbery. After deliberating, the jury found Nelson guilty of capital murder without specifying which theory it relied on.","Nelson v. Lumpkin, 72 F.4th 649#18",""
"Then the court proceeded to the penalty stage. The penalty stage was held before the same jury that convicted Nelson. To sentence Nelson to death, the jury had to first find that Nelson (1) poses a ""continuing threat to society"" and (2) ""actually caused the death of the deceased or did not actually cause the death of the deceased but intended to kill the deceased or another or anticipated that a human life would be taken."" Tex. Code Crim.","Nelson v. Lumpkin, 72 F.4th 649#19",""
"Proc. art. 37.071, § 2(b)(1)-(2). If the jury answered those questions in the affirmative, then it had to consider whether mitigating circumstances warranted a ""sentence of life imprisonment without parole rather than a death sentence."" Tex. Code Crim.","Nelson v. Lumpkin, 72 F.4th 649#20",""
"Proc. art. 37.071, § 2(e)(1). At the penalty stage, the State continued to press the theme that Nelson alone murdered Dobson.","Nelson v. Lumpkin, 72 F.4th 649#21",""
"Moreover, the State presented evidence that while awaiting trial Nelson murdered a fellow inmate, Johnathan Holden, vandalized jail property, smuggled weapons into the jail, and repeatedly assaulted jail personnel. See Nelson, 2015 Tex. Crim. App. Unpub.","Nelson v. Lumpkin, 72 F.4th 649#22",""
"LEXIS 295, 2015 WL 1757144 at *6-7. Nelson's trial counsel challenged the evidence indicating that Nelson murdered Holden. They further argued that Nelson did not deserve the death penalty because others participated in the crime.","Nelson v. Lumpkin, 72 F.4th 649#23",""
"To show that, Nelson's DNA expert testified that the items used to restrain both victims contained DNA from unknown contributors. And another expert testified that hair found at the scene did not match the victims, Nelson, or Springs. Finally, Nelson's trial counsel presented a comprehensive mitigation case by calling numerous witnesses to show that Nelson's violent tendencies stemmed from mental illness and a difficult upbringing.","Nelson v. Lumpkin, 72 F.4th 649#24",""
"Notwithstanding these efforts, the jury answered all three questions consistent with the death penalty and the district court sentenced Nelson to death. Nelson next sought state habeas relief. The State appointed John Stickels, an experienced and well-credentialed criminal attorney, to represent Nelson in his state habeas petition.","Nelson v. Lumpkin, 72 F.4th 649#25",""
"Among other grounds for relief, Nelson alleged that his trial counsel rendered ineffective assistance under the Sixth Amendment at the penalty phase by failing ""to adequately investigate and present mitigation evidence."" In particular, he asserted that his ""defense team failed to investigate [his] background, history, family, and friends and, as a result, failed to discover relevant and important mitigation evidence."" On the basis of the record, the state habeas trial court recommended denying relief. It noted that Nelson's trial counsel were ""both highly experienced attorneys who were well-qualified to represent [him] at his capital-murder trial,"" and that they ""became fully versed in and knowledgeable of the information against [him] contained in the State's file."" Furthermore, ""[d]ue to the allegations of the indicted capital-murder case and the subsequent allegations of [Nelson's] severe misconduct while awaiting trial, [they] knew that most of their time would be spent trying to build a strong mitigation case."" Ultimately, the court concluded, Nelson's trial counsel ""made a well-reasoned strategic decision based on a thorough investigation, their professional judgment, the available witness testimony, and their reliance on well-qualified experts about how to best present [Nelson's sentencing] case to the jury."" The Texas Court of Criminal Appeals adopted the state habeas court's findings and conclusions and also denied relief. See Ex parte Nelson, No. WR-82,814-01, 2015 Tex. Crim.","Nelson v. Lumpkin, 72 F.4th 649#26",""
"App. Unpub. LEXIS 823, 2015 WL 6689512, at *1 (Tex. Crim. App. Oct. 14, 2015).","Nelson v. Lumpkin, 72 F.4th 649#27",""
"With new counsel, Nelson then filed the instant § 2254 application. Nelson again raised a single ineffective assistance of counsel claim related to his trial counsel's alleged deficient performance at sentencing. In addition to the mitigation-related deficiencies identified in his state habeas application, Nelson asserted that his trial counsel deficiently failed to investigate, prepare, and litigate how Nelson's culpability may be diminished by Springs's and Jefferson's participation.","Nelson v. Lumpkin, 72 F.4th 649#28",""
"Nelson labels this his ""participation claim."" Nelson maintained that his trial counsel's aggregate failure to investigate mitigation, participation, and other sentencing related issues ""deprived the jury of powerful information showing that [his] life should be spared."" He likewise argued prejudice—that, but for his trial counsel's cumulative deficiency in failing to investigate the various sentencing-related issues, there is a reasonable probability that Nelson's sentence would have been different. Finally, Nelson sought funding to further investigate his ineffective assistance claim. In a thorough and painstaking opinion, the district court rejected Nelson's ineffective assistance claim.","Nelson v. Lumpkin, 72 F.4th 649#29",""
"As a threshold matter, the district court held that Nelson did not procedurally default the ineffective assistance claim because he presented the same claim, albeit with fewer alleged instances of trial counsel's deficient performance, in state court. Even if the mitigation and participation based claims were distinct and the participation based claim was therefore procedurally defaulted, the district court reasoned, Nelson did not overcome that procedural default under Martinez v. Ryan, 566 U.S. 1, 132 S. Ct. 1309, 182 L. Ed. 2d 272 (2012), and Trevino v. Thaler, 569 U.S. 413, 133 S. Ct. 1911, 185 L. Ed.","Nelson v. Lumpkin, 72 F.4th 649#30",""
"2d 1044 (2013), by showing that his state habeas counsel provided ineffective assistance. In the alternative, the district court rejected Nelson's participation claim on the merits. The district court also denied Nelson's request for investigative services under 18 U.S.C. § 3599(f).","Nelson v. Lumpkin, 72 F.4th 649#31",""
"Finally, the district court refused a COA. Nelson then petitioned this court for a COA. This court granted Nelson's request in part.","Nelson v. Lumpkin, 72 F.4th 649#32",""
"Nelson v. Davis, 952 F.3d 651, 670-76 (5th Cir. 2020). Noting that ""reasonable jurists could debate whether Nelson's [participation] allegations 'fundamentally alter' his [ineffective assistance] claim,"" this court hypothesized that Nelson's participation based ineffective assistance claim may be distinct from the ineffective assistance claim raised in state court and therefore procedurally defaulted. Id. at 671-72.","Nelson v. Lumpkin, 72 F.4th 649#33",""
"Next, this court concluded that reasonable jurists could debate whether Nelson's state habeas counsel was ineffective in failing to raise the participation claim and that, as a result, reasonable jurists could debate whether Nelson could overcome procedural default under Martinez/Trevino. As to the merits of Nelson's participation claim, this court reasoned that ""[b]ecause Nelson's counsel sought to convince the jury that Springs and Jefferson were involved but arguably failed to take reasonable investigative steps in developing evidence in support of this argument, . . . reasonable jurists could debate that his trial counsel's performance"" was deficient. Id. at 675.","Nelson v. Lumpkin, 72 F.4th 649#34",""
"This court carried with the development of the participation claim the questions of Strickland prejudice and denial of funding. Id. at 675-76. II.","Nelson v. Lumpkin, 72 F.4th 649#35",""
"HN1[] In an appeal from a district court order denying habeas relief, ""this court reviews the district court's findings of fact for clear error and its conclusions of law de novo, applying the same standards to the state court's decision as did the district court."" Harrison v. Quarterman, 496 F.3d 419, 423 (5th Cir. 2007) (citing Coble v. Dretke, 444 F.3d 345, 349 (5th Cir. 2006)). The court ""may affirm on any ground supported by the record,"" Dorsey v. Stephens, 720 F.3d 309, 314 (5th Cir. 2013) (citing Fisher v. Texas, 169 F.3d 295, 299 (5th Cir. 1999)), and is not bound ""by the COA opinion's observations on the merits,"" Trevino v. Davis, 861 F.3d 545, 548 n.1 (5th Cir. 2017). HN2[] We review the denial of funding under 18 U.S.C. § 3599 for an abuse of discretion.","Nelson v. Lumpkin, 72 F.4th 649#36",""
"Ayestas v. Davis, 138 S. Ct. 1080, 1094, 200 L. Ed. 2d 376 (2018). III.","Nelson v. Lumpkin, 72 F.4th 649#37",""
"HN3[] The Antiterrorism and Effective Death Penalty Act of 1996 (""AEDPA"") governs federal habeas proceedings. Out of respect to ""our system of dual sovereignty,"" AEDPA greatly restricts the availability of federal habeas relief to those convicted of crimes in state court. Shinn v. Ramirez, 596 U.S. 366, 142 S. Ct. 1718, 1730, 212 L. Ed.","Nelson v. Lumpkin, 72 F.4th 649#38",""
"2d 713 (2022) (citing Printz v. United States, 521 U.S. 898, 918, 117 S. Ct. 2365, 2376, 138 L. Ed. 2d 914 (1997) and Brown v. Davenport, 596 U.S. 118, 142 S. Ct. 1510, 1523-24, 212 L. Ed. 2d 463 (2022)).","Nelson v. Lumpkin, 72 F.4th 649#39",""
"Chief among AEDPA's federalism preserving features is the requirement that state prisoners ""exhaus[t] the remedies available in the courts of the State"" before seeking federal habeas relief. 28 U.S.C. § 2254(b)(1). Generally, state prisoners satisfy ""this exhaustion requirement by raising [their] federal claim before the state courts in accordance with state procedures."" Shinn, 142 S. Ct. at 1732 (citing O'Sullivan v. Boerckel, 526 U.S. 838, 848, 119 S. Ct. 1728, 1734, 144 L. Ed.","Nelson v. Lumpkin, 72 F.4th 649#40",""
"2d 1 (1999)). HN4[] A federal court's review of a claim adjudicated in state court is circumscribed in two ways. First, the federal court may not consider any evidence beyond the state court record.","Nelson v. Lumpkin, 72 F.4th 649#41",""
"See Cullen v. Pinholster, 563 U.S. 170, 180-81, 131 S. Ct. 1388, 1398, 179 L. Ed. 2d 557 (2011). Second, the state prisoner must show that the state court's decision ""was contrary to, or involved an unreasonable application of,"" law clearly established by the Supreme Court, 28 U.S.C. § 2254(d)(1), or that the decision ""was based on an unreasonable determination of the facts"" in light of the state court record, 28 U.S.C. § 2254(d)(2).","Nelson v. Lumpkin, 72 F.4th 649#42",""
"In contrast, if a state prisoner fails to present his federal claim in state court for adjudication or comply with state procedures, and thereby procedurally defaults the claim, then a federal court will, in all but the most extraordinary cases, decline to review it. Shinn, 142 S. Ct. at 1732. A prisoner may overcome such procedural default only ""if he can show 'cause' to excuse his failure to comply with the state procedural rule and 'actual prejudice resulting from the alleged constitutional violation.'"" Davila v. Davis, 582 U.S. 521, 137 S. Ct. 2058, 2064-65, 198 L. Ed.","Nelson v. Lumpkin, 72 F.4th 649#43",""
"2d 603 (2017) (quoting Wainwright v. Sykes, 433 U.S. 72, 84, 97 S. Ct. 2497, 2505, 53 L. Ed. 2d 594 (1977) and Coleman v. Thompson, 501 U.S. 722, 750, 111 S. Ct. 2546, 2565, 115 L. Ed. 2d 640 (1991)).","Nelson v. Lumpkin, 72 F.4th 649#44",""
"Ordinarily, ""[a]ttorney ignorance or inadvertence"" does not excuse procedural default ""because the attorney is the [prisoner's] agent when acting, or failing to act, in furtherance of the litigation, and the [prisoner] must 'bear the risk of attorney error.'"" Coleman, 501 U.S. at 753, 111 S. Ct. at 2566-67 (quoting Murray v. Carrier, 477 U.S. 478, 488, 106 S. Ct. 2639, 2645, 91 L. Ed. 2d 397 (1986)). A narrow exception to the general rules stated in Shinn exists under Martinez and Trevino.","Nelson v. Lumpkin, 72 F.4th 649#45",""
"HN5[] That exception allows—but does not require—a federal habeas court to excuse a state prisoner's procedural default of a ""substantial"" ineffective assistance of trial counsel claim where (1) state law forbids raising that claim on direct review or makes it virtually impossible to do so and (2) the prisoner can show his state habeas counsel rendered constitutionally deficient assistance by failing to raise the claim. Trevino, 569 U.S. at 423-24, 133 S. Ct. at 1918. In the rare case where a state prisoner successfully overcomes procedural default, the federal habeas court then considers the claimed ineffectiveness of trial counsel de novo.","Nelson v. Lumpkin, 72 F.4th 649#46",""
"Hoffman v. Cain, 752 F.3d 430, 437 (5th Cir. 2014) (citing Wright v. Quarterman, 470 F.3d 581, 591 (5th Cir. 2006)). Critically, however, the federal habeas court's review is limited to the state court record. Shinn, 142 S. Ct. at 1734 (holding that ""under § 2254(e)(2), a federal habeas court [reviewing a procedurally defaulted claim] may not conduct an evidentiary hearing or otherwise consider evidence beyond the state-court record based on ineffective assistance of state postconviction counsel"").","Nelson v. Lumpkin, 72 F.4th 649#47",""
"Under AEDPA's framework, then, two procedural issues logically precede the merits of Nelson's participation claim. First, whether that claim was ""adjudicated on the merits in State court proceedings"" and therefore subject to the strictures of 28 U.S.C. § 2254(d). Second, if not, whether Nelson can overcome the consequent procedural default.","Nelson v. Lumpkin, 72 F.4th 649#48",""
"We address the first question and hold that Nelson's participation claim was adjudicated on the merits in state court proceedings. We pretermit the second question and ""cut straight to the merits to deny his claim"" in the alternative. Murphy v. Davis, 901 F.3d 578, 589 n.4 (5th Cir. 2018).2 A. HN7[] The limitations on federal habeas review contained in § 2254(d) apply to any claim ""adjudicated on the merits in State court proceedings."" A ""claim"" for AEDPA purposes is ""an asserted federal basis for relief from a state court's judgment of conviction."" Gonzalez v. Crosby, 545 U.S. 524, 530, 125 S. Ct. 2641, 2647, 162 L. Ed.","Nelson v. Lumpkin, 72 F.4th 649#49",""
"2d 480 (2005) (defining ""claim"" as used in § 2244(b)); see also Powerex Corp. v. Reliant Energy Servs., Inc., 551 U.S. 224, 232, 127 S. Ct. 2411, 2417, 168 L. Ed. 2d 112 (2007) (""[I]dentical words and phrases within the same statute should normally be given the same meaning.""). Generally, determining whether the § 2254(d) relitigation bar applies is straightforward.","Nelson v. Lumpkin, 72 F.4th 649#50",""
"On the one hand, the relitigation bar does not apply where the prisoner fails altogether to present a certain claim in state court. See Trevino, 569 U.S. at 416-17, 133 S. Ct. at 1914-15 (applying procedural default regime rather than § 2254(d) limitations in case where state habeas counsel failed to raise ineffective assistance claim that federal habeas counsel later raised). On the other hand, the § 2254(d) limitations do apply in cases where a prisoner ""fairly presented the substance of his [federal] claim to the state courts."" Nobles v. Johnson, 127 F.3d 409, 420 (5th Cir. 1997) (citing Picard v. Connor, 404 U.S. 270, 275-76, 92 S. Ct. 509, 512-13, 30 L. Ed.","Nelson v. Lumpkin, 72 F.4th 649#51",""
"2d 438 (1971)). In cases where the support for the prisoner's federal claim evolves across the state and federal proceedings, determining whether § 2254(d)'s relitigation bar applies is more difficult. A court must then consider whether the evolved claim presented in federal court is in fact a new claim altogether, and thus excluded from § 2254(d)'s relitigation bar, or simply the old one already adjudicated in state court, in which case § 2254(d)'s relitigation bar does apply.","Nelson v. Lumpkin, 72 F.4th 649#52",""
"See Pinholster, 563 U.S. at 186 n.10, 131 S. Ct. at 1401 n.10. To date, the Supreme Court has not identified ""where to draw the line between new claims and claims adjudicated on the merits."" Id. Relying on this court's COA opinion, Nelson posits that when a claim raised in a federal habeas petition fundamentally alters a claim raised in the state habeas petition, it is not ""adjudicated on the merits in State court proceedings"" and is therefore not subject to § 2254(d)'s restrictions. Nelson, 952 F.3d at 671-72.","Nelson v. Lumpkin, 72 F.4th 649#53",""
"A claim raised in a federal habeas petition fundamentally alters the related claim raised in a state habeas petition, Nelson opines, where the claim presented to the federal court includes new, material factual allegations that place ""the claim in a 'significantly different legal posture.'"" Nelson principally relies on Lewis v. Thaler, 701 F.3d 783 (5th Cir. 2012), and Escamilla v. Stephens, 749 F.3d 380 (5th Cir. 2014), for support. Carefully read, however, neither of those cases supports Nelson's proposed standard for separating new ineffectiveness claims from those adjudicated on the merits. Lewis addressed whether a federal habeas court could consider expert mitigation evidence offered for the first time in the federal proceedings.","Nelson v. Lumpkin, 72 F.4th 649#54",""
"701 F.3d at 789. Reasoning in light of Pinholster, this court eschewed a prior line of cases holding that facts and evidence raised ""for the first time on federal habeas review"" should be ""'analyzed under the exhaustion rubric of § 2254(b),' rather than as an issue of 'factual development' under § 2254(d) and (e)."" Id. at 789 (quoting Dowthitt v. Johnson, 230 F.3d 733, 745 (5th Cir. 2000)); see also Clark v. Thaler, 673 F.3d 410, 416-17 (5th Cir. 2012). Accordingly, the court held that it could not consider the new mitigation evidence.","Nelson v. Lumpkin, 72 F.4th 649#55",""
"Lewis, 701 F3d. at 791. But the court did not hold that a state prisoner could avoid § 2254(d)'s limitations by presenting new evidence that fundamentally altered a claim already adjudicated in state court proceedings. Escamilla is similarly unhelpful.","Nelson v. Lumpkin, 72 F.4th 649#56",""
"That case held that where a prisoner's state habeas counsel raised a particular federal claim in state habeas proceedings, albeit ineffectively under the Sixth Amendment, Pinholster barred the prisoner from presenting new evidence in federal proceedings because the original claim was adjudicated on the merits in state court proceedings. Escamilla, 749 F.3d at 394-95. This court did not outline a loophole around § 2254(d)'s limitations whenever newly offered evidence and legal theories ""fundamentally alter"" a claim previously presented to the state courts.","Nelson v. Lumpkin, 72 F.4th 649#57",""
"Indeed, Escamilla cautioned that ""once a claim is considered and denied on the merits by the state habeas court, Martinez [v. Ryan] is inapplicable, and may not function as an exception to Pinholster's rule that bars a federal habeas court from considering evidence not presented to the state habeas court."" Escamilla, 749 F.3d at 395 (internal citation omitted); see also Broadnax v. Lumpkin, 987 F.3d 400, 408-09 (5th Cir. 2021). Even so, Nelson's argument, that the new participation aspect of the ineffective assistance claim fundamentally alters the ineffective assistance claim he litigated in the state proceedings, would fail. On this point, a careful comparison of his state and federal habeas applications is useful.","Nelson v. Lumpkin, 72 F.4th 649#58",""
"In his state habeas petition, Nelson raised a single ineffective assistance of counsel claim, as he contended that his trial counsel ""fail[ed] to adequately investigate and present mitigation evidence."" More specifically, Nelson asserted that trial counsel ""failed to investigate [his] background, history, family, and friends and, as a result, failed to discover relevant and important mitigation evidence that would have made a difference"" at the penalty stage. After reviewing Nelson's habeas application, the State's reply, ""all of the exhibits and materials filed by each party, and the entire record of the trial and habeas proceedings,"" the state habeas court concluded that Nelson's trial counsel made a ""well-reasoned"" and informed strategic decision to focus on building a strong mitigation case. Nelson's federal habeas application likewise raised a single ineffective assistance of counsel claim.","Nelson v. Lumpkin, 72 F.4th 649#59",""
"He argued that his trial counsel ""failed to adequately investigate, prepare, and litigate sentencing."" Trial counsel's performance was constitutionally deficient, Nelson asserted, because they failed to: (1) investigate, prepare, and litigate how Nelson's culpability may be diminished by Springs's and Jefferson's participation; (2) develop evidence that Holden died of suicide rather than at the hands of Nelson; and (3) investigate and present evidence about Nelson's background and mental health. As to Strickland's prejudice prong, Nelson argued that the cumulative effect of trial counsel's deficient performance prejudiced him on all three special issues at sentencing. In both the state and federal habeas proceedings, Nelson raised a single ineffective assistance of counsel claim related to trial counsel's performance at sentencing.","Nelson v. Lumpkin, 72 F.4th 649#60",""
"Nelson concedes, as he must, that both claims are ""similar."" There is no dispute that the ""asserted federal basis for relief from [the] state court's judgment of conviction"" is the same. Crosby, 545 U.S. at 530, 125 S. Ct. at 2647. The only difference between the claim adjudicated in the state court and the claim presented in federal court is that Nelson pointed out more instances of trial counsel's alleged deficient performance at sentencing in the federal court claim.","Nelson v. Lumpkin, 72 F.4th 649#61",""
