"input text","origin case+#chunk","output text"
"F).2, 3 In a response issued by ICE on July 1, 2019, the agency determined that, among other things, the Plaintiffs' Gang Profile FOIA request was ""too broad in scope."" (DSOF ¶ 3; PSOF ¶ 3; Pls'. Ex. C).","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#7",""
"The Plaintiffs then appealed the agency's determination, and on August 9, 2019, ICE ""remand[ed]"" the request with respect to searches for one category of documents but ""affirm[ed] the finding"" that the remaining categories requested were too broad. (DSOF ¶¶ 3-4; PSOF ¶¶ 3-4; Pls'. Exs. D, E at CM/ECF Pages 2-3 of 3).","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#8",""
"On October 16, 2019, the Plaintiffs submitted a second FOIA request to ICE (the ""WSO FOIA request"") seeking agency records and information related to the ICE Warrant Service Officer (""WSO"") program. (DSOF ¶ 5; PSOF ¶ 5; Pls'. Ex. F).","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#9",""
"In an email response on November 6, 2019, the agency determined that, among other things, the Plaintiffs' WSO FOIA request was ""too broad in scope,"" and requested that the Plaintiffs resubmit a narrower request. (Pls'. Ex. G).","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#10",""
"The following day, on November 7, 2019, the Plaintiffs sent a letter to ICE, notifying the agency that it would ""not resubmit the Request"" and again requesting that the agency produce ""all responsive records."" (Pls'. Ex. H at CM/ECF Pages 2-3 of 3).","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#11",""
"On December 23, 2019, as a result of ICE's responses to their Gang Profile FOIA request and their WSO FOIA request, the Plaintiffs filed this action. (DSOF ¶ 6; PSOF ¶ 6). The Defendants' Ongoing Efforts to Meet the Plaintiffs' Requests Following the filing of this action, the parties met and conferred on multiple occasions between October 2020 and February 2021, and in the months following, in an attempt to narrow and resolve the outstanding requests. (DSOF ¶¶ 11-12; PSOF ¶¶ 11-12; Pineiro Decl. ¶¶ 12-13). Between February 2021 and March 2022, the parties agreed to further-defined parameters for the Plaintiffs' Gang Profile FOIA request, and between November 2022 and March 2023, ICE lifted and reprocessed a portion of certain withholdings it had previously applied to various records, including the records in dispute. (DSOF ¶ 15; PSOF ¶ 15; Pineiro Decl. ¶ 16).","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#12",""
"At present, the only issue remaining in this case is whether the Defendants have applied appropriate redactions to one particular document they produced, reprocessed, and then re-released in response to the Plaintiffs' Gang Profile FOIA request and the ongoing discussions. (Id.). The Document at Issue At the heart of this dispute are select redactions spanning eight (8) pages of an agency document titled ""Criminal Gangs Investigations Handbook"" (the ""Gang Handbook""), issued by Homeland Security Investigations (""HSI""), containing ""internal agency guidance"" for HSI Special Agents. (Pineiro Decl. ¶ 25). Specifically, the challenged redactions to the Gang Handbook can be found on Bates-stamped pages 59A, 60A, and 64A-69A, and they are described by the agency as covering ""detailed definitions and the specific criteria that HSI considers when identifying gangs, criminal activity, and gang members."" (Pineiro Decl. ¶ 25; see Gang Handbook at 3-4, and A-i through A-vi).","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#13",""
"In accordance with the Plaintiffs' Gang Profile FOIA request, ICE had initially reviewed and processed thirteen (13) pages of the Gang Handbook on July 1, 2020, but on January 23, 2023, following the parties' ongoing discussions with respect to withholdings, ICE reprocessed and re-released the Gang Handbook, lifting certain redactions but maintaining others. (DSOF ¶¶ 16-18; PSOF ¶¶ 16-18; Pineiro Decl. ¶¶ 17-19). The Plaintiffs maintain their challenge with respect to all redactions of the Gang Handbook which contain ""ICE's 'definitions,' 'elements,' and 'criteria' for gangs and gang membership,"" found on Bates-stamped pages 59A, 60A, and 64A-69A. (DSOF ¶ 18; PSOF ¶¶ 18-19, 21). Additional factual details relevant to this court's analysis are set forth below where appropriate.","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#14",""
"III. ANALYSIS A. Summary Judgment Standard of Review Each party has moved for summary judgment with respect to the issue of whether the redactions in question have been appropriately applied under 5 U.S.C. § 552(b)(7)(E). ""The role of summary judgment is 'to pierce the pleadings and to assess the proof in order to see whether there is a genuine need for trial.'"" PC Interiors, Ltd. v. J. Tucci Constr. Co., 794 F. Supp. 2d 274, 275 (D. Mass. 2011) (quoting Mesnick v. Gen.","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#15",""
"Elec. Co., 950 F.2d 816, 822 (1st Cir. 1991)) (additional citation omitted). The burden is upon the moving party to show, based upon the ""materials in the record, including . . . affidavits or declarations,"" ""that there is no genuine dispute as to any material fact and the movant is entitled to judgment as a matter of law."" Fed. R. Civ. P. 56. ""[A]n issue is 'genuine' if it 'may reasonably be resolved in favor of either party.'"" Vineberg v. Bissonnette, 548 F.3d 50, 56 (1st Cir. 2008) (quoting Garside v. Osco Drug, Inc., 895 F.2d 46, 48 (1st Cir. 1990)) (additional citation omitted). ""A fact is 'material' only if it possesses the capacity to sway the outcome of the litigation under the applicable law."" Id. (quotations, punctuation, and citations omitted). ""FOIA cases are typically decided on motions for summary judgment."" Moradi v. Morgan, 527 F. Supp. 3d 144, 150 (D. Mass. 2021) (quoting Am.","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#16",""
"Civil Liberties Union of Mass., Inc. v. U.S. Immigr. & Customs Enf't, 448 F. Supp. 3d 27, 35 (D. Mass. 2020)) (additional citation omitted). Summary judgment may be awarded to the government in a FOIA case if ""the agency proves that it has fully discharged its obligations under the FOIA, after the underlying facts and the inferences to be drawn from them are construed in the light most favorable to the FOIA requester."" ACLU Found. of Mass. v. FBI, No. 14-cv-11759, 2016 U.S. Dist. LEXIS 110022, 2016 WL 4411492, at *3 (D. Mass. Aug. 17, 2016) (quoting Fischer v. U.S. Dep't of Justice, 596 F. Supp. 2d 34, 42 (D.D.C. 2009)) (additional citation omitted). Where, as here, ""the requester files a cross-motion for summary judgment[,]"" the agency's ""burden does not shift[.]"" Am.","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#17",""
"Civil Liberties Union of Mass., Inc., 448 F. Supp. 3d at 36-37 (quoting Prop. of the People, Inc. v. Office of Mgmt. & Budget, 330 F. Supp. 3d 373, 380 (D.D.C. 2018)) (additional citation omitted). Nevertheless, ""[s]ummary judgment is warranted on the basis of agency affidavits when the affidavits describe the justifications for nondisclosure with reasonably specific detail, demonstrate that the information withheld logically falls within the claimed exemption, and are not controverted by either contrary evidence in the record nor by evidence of agency bad faith."" Am. Civil Liberties Union Found. of Mass., 2016 U.S. Dist. LEXIS 110022, 2016 WL 4411492, at *3 (quoting Larson v. Dep't of State, 565 F.3d 857, 862, 385 U.S. App. D.C. 394 (D.C. Cir. 2009)); see also Crooker v. Tax Div. of U.S. Dep't of Justice, Civ. A. No. 94-30129 MAP, 1995 WL 783236, at *10 (D. Mass. Nov. 17, 1995) (""Summary judgment in FOIA cases may be granted solely on the basis of agency affidavits."").","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#18",""
"B. 5 U.S.C. § 552(b)(7)(E) -- Exemption 7(E) One of FOIA's nine statutory exemptions to its disclosure requirement, 5 U.S.C. § 552(b)(7)(E), permits a federal agency to withhold matters that are: (7) records or information compiled for law enforcement purposes, but only to the extent that the production of such law enforcement records or information . . . (E) would disclose techniques and procedures for law enforcement investigations or prosecutions, or would disclose guidelines for law enforcement investigations or prosecutions if such disclosure could reasonably be expected to risk circumvention of the law[.] The requirements of Exemption 7(E) are twofold, and the agency ""bears the burden"" of proving their existence. Union Leader Corp. v. U.S. Dep't of Homeland Sec., 749 F.3d 45, 50 (1st Cir. 2014) (""the government agency bears the burden of proving the applicability of a specific statutory exemption.""); see 5 U.S.C. § 552(a)(4)(B). As an initial matter, ""the agency must show that the records were compiled for a law enforcement purpose."" ACLU of Mass., Inc. v. United States Immigr. & Customs Enf't, No. 22-cv-10407-PBS, F. Supp. 3d , 2023 U.S. Dist. LEXIS 138596, 2023 WL 5110418, at *4 (D. Mass. Aug. 9, 2023) (citing 5 U.S.C. § 552(b)(7)).","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#19",""
"Here, this first requirement is not in dispute. Second, the agency must then ""show that the records would either (1) 'disclose techniques and procedures for law enforcement investigations or prosecutions,' or (2) 'disclose guidelines for law enforcement investigations or prosecutions' and that 'such disclosure could reasonably be expected to risk circumvention of the law.'"" Id. (quoting 5 U.S.C. § 552(b)(7)(E)).4 ""Techniques and procedures"" are those which ""'would reveal particulars about the way in which an agency enforces the law and the circumstances that will prompt it to act.'"" Id. (quoting Knight First Amend. Inst. at Columbia Univ. v. U.S. Citizenship & Immigr.","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#20",""
"Servs., 30 F.4th 318, 331 (2d Cir. 2022)). They have been ""defined as 'how law enforcement officials go about investigating a crime[.]'"" Am. Civil Liberties Union Found. of Mass., 2016 U.S. Dist. LEXIS 110022, 2016 WL 4411492, at *4 (quoting Allard K. Lowenstein Int'l Human Rights Project v. Dep't of Homeland Sec., 626 F.3d 678, 682 (2d Cir. 2010)).","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#21",""
"While investigative techniques and procedures ""generally known to the public"" fall outside the reach of Exemption 7(E), ""if the means and 'circumstances' of the techniques and procedures are not publicly known as well,"" such techniques and procedures ""become protected"" under the exemption. Am. Civil Liberties Union of Mass., Inc., 2023 U.S. Dist. LEXIS 138596, 2023 WL 5110418, at *4 (additional citations omitted).","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#22",""
"As for showing whether disclosure ""could reasonably be expected to risk circumvention of the law,"" Exemption 7(E)'s parameters are straightforward. 5 U.S.C. § 552(b)(7)(E). The exemption looks ""for the chance of a reasonably expected risk"" of circumvention and covers information ""that would train potential violators to evade the law"" or information that, if disclosed, ""could increase the risks that a law will be violated."" Mayer Brown LLP v. I.R.S., 562 F.3d 1190, 1193, 385 U.S. App. D.C. 250 (D.C. Cir. 2009).","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#23",""
"Exemption 7(E) thus ""sets a relatively low bar for the agency to justify withholding[.]"" Blackwell v. F.B.I., 646 F.3d 37, 42, 396 U.S. App. D.C. 164 (D.C. Cir. 2011). In FOIA cases, the withholding agency often prepares a Vaughn Index,5 setting forth the information that the agency seeks to withhold and providing, for each withholding, the relevant FOIA exemption and an explanation of ""the agency's justification for nondisclosure."" Maynard v. C.I.A., 986 F.2d 547, 556 (1st Cir. 1993). A proper Vaughn Index ""enable[s] the court and the opposing party to understand the withheld information in order to address the merits of the claimed exemptions."" Abdul-Alim v. Wray, 277 F. Supp. 3d 199, 211 (D. Mass. 2017) (quoting Neuman v. United States, 70 F. Supp. 3d 416, 424 (D.D.C. 2014)) (alteration added).","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#24",""
"In addition to a Vaughn Index, a district court may also review the withheld information in camera in order to establish ""an adequate factual basis"" for its decision. Maynard, 986 F.2d at 558. Where, as here, ""the documents withheld are brief and limited in number[,]"" a court's decision to conduct an in camera review ""is particularly appropriate."" Id. C. The Challenged Redactions As detailed in their brief and in their statement of undisputed material facts in support of their motion, the Plaintiffs challenge the redactions applied to the sections of the Gang Handbook which pertain to ICE's ""definitions, elements, and criteria for gangs and gang membership,"" which are found on pages 3-4 and in Appendix-i through Appendix-vi of the Gang Handbook, and which correspond to Bates-stamped pages 59A-60A, and 64A-69A. (DSOF ¶ 18; PSOF ¶¶ 19, 21) (additional quotations omitted).","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#25",""
"For each challenged redaction, ICE withholds the information under Exemption 7(E) and provides a detailed justification in support of its applied redactions in the form of the Declaration of ICE FOIA Officer Fernando Pineiro, and an accompanying Vaughn Index. (See generally Gang Handbook; Vaughn Index). In particular, the agency specifies that the redactions at issue cover pages of the Gang Handbook which relate to ""procedures, techniques, and guidelines for conducting investigations pursuant to DHS' law enforcement authorities."" (Pineiro Decl. ¶ 27). The Plaintiffs, on the other hand, argue that the redactions amount to no more than ""definitions"" and that the Defendants ""have failed to meet their burden"" in showing that the withheld material constitutes ""techniques and procedures"" or ""guidelines"" under Exemption 7(E). (Pls'.","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#26",""
"Summ. J. at 7). This Court disagrees, and for the reasons detailed below, it finds that Exemption 7(E) has been properly applied with respect to each of the following challenged redactions. ""3.3 ICE Gang Membership Identification Criteria"" (Pages 59A-60A) The Defendants explain that the challenged redactions in Section 3.3 cover ""eleven (11) specific factors"" which HSI federal agents use as an ""analytical tool"" in certain scenarios to evaluate and determine ""whether an individual is a gang member,"" and that the list of factors ""lays the foundation for and is therefore inextricably linked to the more robust analysis of gang member identification criteria detailed in Appendix A Section II"" of the Handbook. (Vaughn Index at 2; see Pineiro Decl. ¶¶ 25, 30-31, 35).","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#27",""
"Upon review, this court finds that the Identification Criteria at Section 3.3 are specific factors used by federal agents in the course of their investigations that, viewed in context, amount to techniques and procedures used by law enforcement in determining potential gang membership. By the document's own terms, Special Agents are instructed, in documenting their investigative reports, to apply the criteria in Section 3.3, and the information in Appendix A, in order to: A. Identify the gang membership criteria met by the individual (see Section II of Appendix A) AND B. Provide clear, concise, and articulable facts that substantiate the assignment of each gang membership criteria to the individual. (Gang Handbook at 5). Viewed with this proper context, the criteria reveal, and provide insight into, ""how [HSI Special Agents] go about investigating"" potential violations of the law.","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#28",""
"Am. Civil Liberties Union Found. of Mass., 2016 U.S. Dist. LEXIS 110022, 2016 WL 4411492, at *4 (citation omitted) (alteration added); see also Am. Civil Liberties Union of Me.","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#29",""
"Found. v. U.S. Citizenship & Immigr. Servs., 2:20-cv-00422-JAW, 2022 U.S. Dist. LEXIS 96278, 2022 WL 1747863, at *17 (D. Me. May 31, 2022), report and recommendation adopted, 2:20-cv-00422-JAW, 2022 U.S. Dist. LEXIS 168757, 2022 WL 4298419 (D. Me.","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#30",""
"Sept. 19, 2022) (concluding that withholding certain details including ""factors,"" ""factual patterns,"" and information related to ""pre-screening selection criteria"" from an agency training document under Exemption 7(E) was proper and necessary to prevent future violations) (internal quotations omitted). Because the criteria go beyond mere definitions in that they instruct federal agents not only what to look for but also provide a unique investigative framework for them to make determinations with, the Defendants have met their burden of showing that this first section of redacted text is appropriate under Exemption 7(E). ""Definitions and Gang Membership Identification: I. Gang"" (Pages 64A-67A) The Defendants redact the first section of Appendix A's Section I. ""Gang"" under Exemption 7(E) on the basis that the redated text ""describes factors that are indicative of a criminal gang"" which HSI Special Agents, in turn, rely on in order ""to assess whether a criminal organization constitutes a gang for purposes of investigation and prosecution."" (Vaughn Index at 3).","ACLU of Mass. v. U.S. Dep_t of Homeland Sec., 707 F. Supp. 3d 77#31",""
