"input text","origin case+#chunk","output text"
"The record demonstrates that the district court gave short shrift to Clark's efforts to show that Hanley's abuse created a ""sever[e] . . . obstacle impeding compliance with a limitations period."" Harper v. Ercole, 648 F.3d 132, 137 (2d Cir. 2011). I would hold that the district court abused its discretion by curtailing Clark's ability to obtain discovery on matters clearly relevant to equitable tolling. This, in turn, limited Clark's ability to vindicate her Eighth Amendment rights.","Clark v. Hanley, 89 F.4th 78#137",""
"See id. at 542-43. In contrast, Clark's counsel expressed concern with the district court's proposal: ""[H]ere's the issue I have with the hearing, Your Honor. I think courts have been reluctant to decide equitable tolling without the benefit of discovery.","Clark v. Hanley, 89 F.4th 78#139",""
"On August 26, 2021, at a hearing on defendants' motions to dismiss, the district court, apparently sua sponte, proposed holding an evidentiary hearing. The district court first asked Hanley's counsel whether it would be a ""problem if I decided to hold a hearing to hear from the plaintiff and make a determination whether the plaintiff's stated grounds for equitable tolling have merit."" App'x 541. Both Hanley's counsel and counsel for the MacDougall-Walker Defendants said they thought a hearing was unnecessary because the district court could decide their motions to dismiss on the papers alone.","Clark v. Hanley, 89 F.4th 78#138",""
"And I think the reason why is because equitable tolling is such a factually intense question."" Id. at 557. Clark's counsel represented that, as of the date of the hearing, the defendants had produced no discovery at all. See id. at 558 (Clark's counsel: ""We haven't heard from the State or received any discovery."").","Clark v. Hanley, 89 F.4th 78#140",""
"In response to the court's suggestion that a hearing at which Clark alone would testify would be sufficient for the court to ""make a determination whether equitable tolling is established,"" id. at 560, Clark's counsel explained that additional discovery was necessary, see id. at 560-61. Clark's counsel indicated that she wished to seek ""discovery relating to the assault circumstances which would show, I think, how severe those assaults were and . . . how long lasting the impacts on her mental condition would be"" as well as discovery ""related to the institution['s] retaliation and the impact on plaintiff."" Id. at 560. Clark's counsel argued that ""it would be unfair for this case to be dismissed when we don't have the discovery that the State was ordered to provide."" Id. at 558.","Clark v. Hanley, 89 F.4th 78#141",""
"Id. at 563. ""Why do you need to know more about what happened,"" the court asked, ""when your client knows very well what happened and told them at the time?"" Id. at 562. As it became increasingly clear the district court was going to schedule an evidentiary hearing at which Clark alone would testify, her counsel reluctantly asked the court to order the MacDougall-Walker Defendants to produce all discovery previously requested, particularly Clark's medical records. See id. at 570-71.","Clark v. Hanley, 89 F.4th 78#143",""
"The district court insisted that between Clark's testimony, her medical records, and other documents already available, Clark's counsel had sufficient information to argue her equitable tolling claim. See id. at 561-62. ""I have to say, what more do you want?"" Id. at 561. The district court criticized Clark's counsel for ""looking for merits discovery"" and noted that counsel already had Clark's 2011 statements to the state troopers who were investigating Hanley's misconduct.","Clark v. Hanley, 89 F.4th 78#142",""
"In the end, the district court concluded that ""it's really appropriate to have an evidentiary hearing, one that's limited in terms of overall scope. . . . [T]o me the key issue is trying to understand the state of mind of Ms. Clark."" Id. at 578. In an order dated August 27, 2021, the court ordered the production of discovery by September 3; scheduled an evidentiary hearing for September 20; limited the hearing to ""the testimony of Clark and to the Court's additional consideration of any exhibits or documents that are not presently in the record""; and set September 16 as the deadline for filing any such materials.","Clark v. Hanley, 89 F.4th 78#144",""
"Clark v. Hanley, No. 18 Civ. 1765, 2021 U.S. Dist. LEXIS 162396, 2021 WL 4192108 (D. Conn. Aug. 27, 2021). The hearing occurred as scheduled, see App'x 348, and the district court received into evidence only Clark's testimony and eighteen exhibits from her prison medical records, see id. at 352-53.1 There is no indication the court invited the parties to submit further evidence after the hearing concluded.","Clark v. Hanley, 89 F.4th 78#145",""
"Only twelve business days separated the district court's order scheduling the evidentiary hearing and the deadline for Clark to submit any documents not already part of the record. Only one further business day separated that deadline and the day of the hearing itself. Such an abbreviated timetable is perhaps not surprising in light of the district court's repeated comments that Clark's counsel already had sufficient information to argue her equitable tolling claim.","Clark v. Hanley, 89 F.4th 78#147",""
"For three interrelated reasons, I would hold that the district court abused its discretion by denying Clark a ""meaningful opportunity,"" In re Agent Orange, 517 F.3d at 103, to obtain and present evidentiary support for her equitable tolling claim. First, the district court scheduled the evidentiary hearing on short notice. It did not afford Clark time to meaningfully seek evidence in addition to what she was already owed and the MacDougall-Walker Defendants were already late in producing.","Clark v. Hanley, 89 F.4th 78#146",""
"See, e.g., App'x 561, 563. Nevertheless, the limited time frame allotted for discovery did not provide Clark with a sufficient opportunity to develop evidence in support of her claim. See In re Agent Orange, 517 F.3d at 103 (""A party must be afforded a meaningful opportunity to establish the facts necessary to support his claim.""); Benjamin v. Jacobson, 172 F.3d 144, 166 (2d Cir. 1999) (vacating and remanding where, inter alia, ""plaintiffs should have been given an opportunity to present evidence"" in support of their claim).2 Second, the district court erroneously concluded that additional discovery was not needed.","Clark v. Hanley, 89 F.4th 78#148",""
"The benefits of such discovery would almost certainly have been more than ""hypothetical."" App'x 578. The district court's approach to the evidentiary hearing prevented Clark from developing and presenting such evidence as (1) affidavits or deposition testimony from the medical and mental health providers who worked with Clark and made the notes contained in her records; (2) additional documentary evidence or deposition testimony concerning the circumstances and effects of Hanley's assaults; (3) affidavits or deposition testimony from fellow prisoners about the risk of retaliation Clark might have faced had she complained about Hanley's assaults (or about other inmates' and corrections officers' responses to them) or had she filed suit earlier; (4) an independent psychological evaluation of Clark; and (5) other expert testimony.3 Such evidence would have enabled Clark to present the district court with a fuller picture of her circumstances. Moreover, the evidence the district court did permit Clark to offer was rife with shortcomings.","Clark v. Hanley, 89 F.4th 78#149",""
"The majority of Clark's medical records consist of reports prepared in relation to specific events, often emergencies. See, e.g., App'x 585. Some are ""infirmary admission orders,"" which describe the circumstances leading a prisoner to present herself for treatment.","Clark v. Hanley, 89 F.4th 78#150",""
"See, e.g., id. at 589, 595, 600, 610. Others are ""transfer summar[ies],"" documenting at a high level of generality a prisoner's medical and mental health conditions when she is being moved from one DOC facility to another. See, e.g., id. at 591, 602.","Clark v. Hanley, 89 F.4th 78#151",""
"Reflecting the severity of mental distress Clark experienced, two of her medical records contain ""suicide risk assessments,"" one dated January 8, 2012, id. at 597-98, and the other dated July 15, 2016, the day Clark attempted to castrate herself, id. at 612-13. Of the medical records before the district court, only four pages contain narrative notes by Clark's healthcare providers. See id. at 587, 604, 606, 608.","Clark v. Hanley, 89 F.4th 78#152",""
"But no volume of medical records alone could have compensated for the absence of testimony from Clark's healthcare providers, her fellow prisoners, or an independent psychologist and other experts. Third, the district court wrongly assumed that Clark -- a survivor of sexual abuse with an extensive mental health history -- could adequately explain the impact of what Hanley did to her, more than a decade after the fact. The district court reached this conclusion notwithstanding amicus's admonition that ""transgender survivors of sexual assault face exceptional barriers to reporting their assailants"" and that such barriers include ""justifiable distrust of authorities, the risk of further victimization as a response to reporting, history of past trauma, the pervasive discrimination they face in their daily lives, and the heightened discomfort they may feel as to intimate physical examinations."" Clark v. Hanley, No. 18 Civ. 1765, Dkt.","Clark v. Hanley, 89 F.4th 78#153",""
"82-1 at 4 (D. Conn. July 12, 2021). Moreover, amicus warned, ""prison [is] an exceptionally challenging setting in which to report abuse,"" especially for transgender prisoners.","Clark v. Hanley, 89 F.4th 78#154",""
"Id. at 8. The district court likely overestimated both Clark's capacity to disclose Hanley's conduct to prison healthcare providers and her ability to describe the effects of Hanley's assaults, particularly in the adversarial and charged atmosphere of an evidentiary hearing. As a consequence, the court issued a decision replete with adverse findings about Clark's credibility without giving Clark a ""meaningful opportunity"" to contextualize her testimony via the opinions of experts in sexual abuse, gender dysmorphia and gender transition, the psychological dynamics associated with prisoners' fears of retaliation on the part of corrections officials, and other topics relevant to Clark's case.","Clark v. Hanley, 89 F.4th 78#155",""
"Expert testimony, combined with further development of the factual record, could very well have corroborated Clark's statements about her fear of retaliation and the impact of Hanley's assaults. Such evidence could also have confirmed why, as Clark's medical records appear to corroborate, she took steps to bring this lawsuit only after she came out as transgender and began to receive consular support and adequate medical care.4 Instead of giving Clark the opportunity she deserved to ""establish the facts necessary to support [her] claim,"" In re Agent Orange, 517 F.3d at 103, the district court scheduled an evidentiary hearing on less than a month's notice, declined Clark's request for discovery beyond the limited discovery the court allowed, and placed on Clark's shoulders the burden of recalling her mental state over a period of some five years and explaining why she could not have come forward sooner. I would hold that the combined effect of these decisions prejudiced Clark's substantial rights and that, therefore, the district court abused its considerable discretion in limiting discovery on Clark's equitable tolling claim and conducting an evidentiary hearing in the expedited and limited manner that it did.","Clark v. Hanley, 89 F.4th 78#156",""
"II. In my view, the district court denied Clark the protections of the Seventh Amendment because, in its opinion denying her request for equitable tolling, the district court found facts that are common to Clark's equitable tolling and Section 1983 claims. The Seventh Amendment limits the facts that a district court, sitting in this posture, is empowered to find.","Clark v. Hanley, 89 F.4th 78#157",""
"2d 552 (1979) (Rehnquist, J., dissenting). Some scholars have argued that the omission of the right to a jury trial from the original Constitution was the reason ""the entire issue of the absence of a bill of rights was precipitated at the Philadelphia Convention."" Charles W. Wolfram, The Constitutional History of the Seventh Amendment, 57 Minn. L. Rev.","Clark v. Hanley, 89 F.4th 78#159",""
"In pertinent part, the amendment provides that ""[i]n suits at common law, where the value in controversy shall exceed twenty dollars, the right of trial by jury shall be preserved."" U.S. Const., amend. VII. The guarantee of a jury trial ""was held in such esteem by the colonists that its deprivation at the hands of the English was one of the important grievances leading to the break with England."" Parklane Hosiery Co. v. Shore, 439 U.S. 322, 340, 99 S. Ct. 645, 58 L. Ed.","Clark v. Hanley, 89 F.4th 78#158",""
"639, 657 (1973). For this reason, both the Supreme Court and our Court have ensured that questions the Constitution reserves to juries are actually decided by them. In a long line of cases, the Supreme Court has taught that where a case presents both legal and equitable issues, the legal issues should generally be tried first, before a jury.","Clark v. Hanley, 89 F.4th 78#160",""
"See, e.g., Beacon Theatres, Inc. v. Westover, 359 U.S. 500, 510-11, 79 S. Ct. 948, 3 L. Ed. 2d 988 (1959); Dairy Queen, Inc. v. Wood, 369 U.S. 469, 478, 82 S. Ct. 894, 8 L. Ed. 2d 44 (1962); Ross v. Bernhard, 396 U.S. 531, 540, 90 S. Ct. 733, 24 L. Ed.","Clark v. Hanley, 89 F.4th 78#161",""
"2d 729 (1970). These holdings guarantee that in mixed cases, ""the jury's findings on the issues of fact common to both the equitable and legal claims . . . bind the judge in the equitable action,"" rather than the reverse. Margaret L. Moses, What the Jury Must Hear: The Supreme Court's Evolving Seventh Amendment Jurisprudence, 68 Geo.","Clark v. Hanley, 89 F.4th 78#162",""
"Wash. L. Rev. 183, 208 (2000). For our part, we have confirmed that ""[w]hen an action involves both legal and equitable claims that have common issues of fact, and a jury trial has been properly demanded with regard to the legal claims, the parties have a right under the Seventh Amendment to have the legal claims tried to a jury."" Wade v. Orange Cnty.","Clark v. Hanley, 89 F.4th 78#163",""
"Sheriff's Off., 844 F.2d 951, 954 (2d Cir. 1988) (citing Dairy Queen, Beacon Theatres, and Ross). The majority holds that the district court did not violate Clark's Seventh Amendment right to a jury trial because ""the factual issues relevant to Clark's equitable tolling claim and her § 1983 claims are analytically and temporally distinct."" Ante, at 49. I disagree because the district court made factual findings about at least one issue -- the severity of Hanley's abuse -- that is common to Clark's equitable tolling and Section 1983 claims.","Clark v. Hanley, 89 F.4th 78#164",""
"The Complaint asserts two Section 1983 claims for violations of her Eighth Amendment right to be free of ""cruel and unusual punishments."" U.S. Const., amend. VIII. Clark brings the first of her claims against Hanley alone, alleging he assaulted her on at least four occasions and the assaults ""served no cognizable or conceivable penological purpose."" App'x 125.","Clark v. Hanley, 89 F.4th 78#165",""
"She brings her second claim against the MacDougall-Walker Defendants, alleging they were deliberately indifferent to the risk Hanley posed to her safety. Id. at 126-27. To maintain each of her claims, Clark bears the burden of demonstrating that Hanley's abuse was of constitutional magnitude.","Clark v. Hanley, 89 F.4th 78#166",""
"I begin with Clark's claim against Hanley. In Boddie v. Schnieder, 105 F.3d 857, 860-61 (2d Cir. 1997), we held that ""sexual abuse of a prisoner by a corrections officer may in some circumstances violate the prisoner's right to be free from cruel and unusual punishment."" A prisoner may maintain a Section 1983 claim for sexual abuse suffered while incarcerated ""when two requirements are met. First, the alleged 'punishment' must be, 'objectively, sufficiently serious.' Under the objective standard, 'conditions that cannot be said to be cruel and unusual under contemporary standards are not unconstitutional.'"" Id. at 861 (first quoting Farmer v. Brennan, 511 U.S. 825, 834, 114 S. Ct. 1970, 128 L. Ed.","Clark v. Hanley, 89 F.4th 78#167",""
"2d 811 (1994), then quoting Rhodes v. Chapman, 452 U.S. 337, 347, 101 S. Ct. 2392, 69 L. Ed. 2d 59 (1981)). Sexual abuse of a prisoner by a corrections officer can rise to the level of a constitutional violation if it is ""severe,"" ""repetitive,"" or ""cumulatively egregious."" Id. But ""isolated episodes of harassment and touching,"" even if ""despicable"" or actionable under state tort law, ""do not involve a harm of federal constitutional proportions."" Id. at 861-62 (citing Farmer, 511 U.S. at 833-34; Rhodes, 452 U.S. at 348-49).","Clark v. Hanley, 89 F.4th 78#168",""
"As with other Eighth Amendment claims, ""contemporary standards of decency"" evolve over time and, thereby, ""mark the progress of a maturing society."" Crawford v. Cuomo, 796 F.3d 252, 259 (2d Cir. 2015); see also Roper v. Simmons, 543 U.S. 551, 564, 125 S. Ct. 1183, 161 L. Ed. 2d 1 (2005) (noting that contemporary standards emerge out of ""objective indicia of consensus, as expressed in particular by the enactments of legislatures that have addressed the question""). In the past quarter-century, Congress, state legislatures, and courts have all acknowledged that ""deep moral indignation . . . has replaced what had been society's passive acceptance of the problem of sexual abuse in prison."" Crawford, 796 F.3d at 259-60 (cataloguing federal and state statutes).","Clark v. Hanley, 89 F.4th 78#169",""
"Connecticut recognized the severity of the issue earlier than many other States, enacting in 1975 a statute criminalizing ""sexual contact"" between a person ""in custody of law or detained in a hospital or other institution"" and a perpetrator who ""has supervisory or disciplinary authority over such other person."" 1975 Conn. Acts 983 (Reg. Sess.).","Clark v. Hanley, 89 F.4th 78#170",""
"This is the crime to which Hanley pleaded guilty and for which he served a term of imprisonment and was required to register as a sex offender. In addition to making this objective showing, a plaintiff must also satisfy a subjective standard: She must demonstrate that ""the prison official involved must have a 'sufficiently culpable state of mind.'"" Boddie, 105 F.3d at 861 (quoting Farmer, 511 U.S. at 834). Like her claim against Hanley, Clark's claim against the MacDougall-Walker Defendants includes both objective and subjective elements.","Clark v. Hanley, 89 F.4th 78#171",""
"Where a prisoner's Section 1983 claim is for prison officials' deliberate indifference to a corrections officer's sexual misconduct, the objective standard is whether the prisoner ""is incarcerated under conditions posing a substantial risk of serious harm,"" Morgan v. Dzurenda, 956 F.3d 84, 89 (2d Cir. 2020) (quoting Farmer, 511 U.S. at 834). The subjective test is the same as above, that is, the defendant officials ""must have a 'sufficiently culpable state of mind.'"" Farmer, 511 U.S. at 834 (quoting Wilson v. Seiter, 501 U.S. 294, 297, 111 S. Ct. 2321, 115 L. Ed. 2d 271 (1991)).","Clark v. Hanley, 89 F.4th 78#172",""
"Both of Clark's claims, therefore, require her to show that Hanley's abuse -- or, as to the MacDougall-Walker Defendants, the risk of abuse Hanley presented -- was, objectively and subjectively, serious enough as to violate the Eighth Amendment. Our cases make clear that these are questions of fact that do not always have self-evident answers and depend on value judgments about the moral standards of the community. For instance, in Crawford we observed that ""as the basic mores of society change[,] . . . conduct that might not have been seen to rise to the severity of an Eighth Amendment violation 18 years ago may now violate community standards of decency."" 796 F.3d at 260.5 These are, quintessentially, questions for a jury -- even more so because the plight of transgender prisoners is an issue as to which social mores are changing quickly and dramatically.","Clark v. Hanley, 89 F.4th 78#173",""
"Courts both in this Circuit and elsewhere have recently permitted transgender prisoners' Section 1983 claims to survive motions to dismiss, sometimes even where prison officials' sexually harassing conduct was purely verbal. In Johnson v. Cook, No. 19 Civ. 1464, 2021 U.S. Dist. LEXIS 123147, 2021 WL 2741723, at *10 (D. Conn. July 1, 2021), the plaintiff alleged that officers at a facility where Clark was temporarily housed ""made demeaning and derogatory comments about [the plaintiff's] gender transition and voiced transgender-phobic slurs about her in front of the other inmates at her dining table."" Because the plaintiff alleged she had ""experienced an 'appreciable injury'"" as a result of the harassment, the court declined to dismiss her Eighth Amendment claim.","Clark v. Hanley, 89 F.4th 78#174",""
"Id. (quoting Willey v. Kirkpatrick, 801 F.3d 51, 70 (2d Cir. 2015)); see also B. Braxton/Obed-Edom v. City of New York, 368 F. Supp. 3d 729, 737-38 (S.D.N.Y. 2019) (denying motion to dismiss transgender prisoner's failure-to-protect claim); Stroud v. Pruitt, No. 17 Civ. 1659, 2019 U.S. Dist. LEXIS 79651, 2019 WL 2077028, at *5 (E.D. Cal. May 10, 2019) (recommending dismissal of transgender prisoner's claims of verbal harassment but not her claims of physical abuse). But see Fisher v. Hollingsworth, No. 18 Civ. 16793, 2022 U.S. Dist. LEXIS 148441, 2022 WL 3500432 (D.N.J. Aug. 18, 2022); Outman v. Superintendent, Five Points Corr. Facility, No. 16 Civ. 788, 2017 U.S. Dist. LEXIS 8738, 2017 WL 318852 (N.D.N.Y. Jan. 23, 2017) (both declining to equitably toll statutes of limitations for transgender inmates).","Clark v. Hanley, 89 F.4th 78#175",""
"Whether Hanley's abuse was of constitutional magnitude overlaps with whether Clark is entitled to equitable tolling. As no party contests, the severity and sequelae of Hanley's abuse are central to Clark's claim for equitable tolling. The first element of that claim is that ""a petitioner must demonstrate 'extraordinary circumstances beyond [her] control' that prevented [her] from timely filing [her] petition."" Harper v. Ercole, 648 F.3d at 137 (quoting Baldayaque v. United States, 338 F.3d 145, 151 (2d Cir. 2003)).","Clark v. Hanley, 89 F.4th 78#176",""
"Whether a circumstance is ""extraordinary"" does not have to do with ""the uniqueness of a party's circumstances"" but, rather, ""the severity of the obstacle impeding compliance with a limitations period."" Id. The second element of a claim for equitable tolling is that the petitioner ""must demonstrate that '[s]he acted with reasonable diligence throughout the period [s]he seeks to toll.'"" Id. at 138 (quoting Belot v. Burge, 490 F.3d 201, 205 (2d Cir. 2007)). The standard is whether the petitioner ""acted as diligently as reasonably could have been expected under the circumstances,"" not whether she demonstrated ""maximum feasible diligence."" Id. (alteration adopted and internal quotation marks omitted). Thus, when the district court concluded that Hanley's assaults ""were not physically coercive or made under threat of harm or retaliation"" and that ""[t]hey were unlike a violent sexual assault or rape that would likely result in the most severe type of psychological trauma,"" Clark, 2022 U.S. Dist. LEXIS 6643, 2022 WL 124298, at *6, the district court found facts that were common to Clark's claim for equitable tolling and Clark's underlying Section 1983 claims.","Clark v. Hanley, 89 F.4th 78#177",""
"The district court ventured improperly into the province of the jury because its characterization of the abuse Clark experienced could, under principles of collateral estoppel, have precluded the jury from determining that Clark's injuries -- and the risk Hanley posed to her -- were of constitutional magnitude or that they could have prevented her from bringing suit for four years. That the district court did not find Clark suffered no harm is not relevant to this analysis. First, no party denies that Hanley repeatedly assaulted Clark.","Clark v. Hanley, 89 F.4th 78#178",""
"Second, the overlap between the elements of Clark's Eighth Amendment claims and her claim for equitable tolling has to do with the magnitude of the harm she suffered, not the fact that she suffered any harm at all.6 The district court's error in making factual findings that the Seventh Amendment reserves to the jury is, in my view, sufficient reason for this Court to vacate and remand the judgment of the district court. The district court's discussion of the severity of Clark's harm ignores the extent to which a sexual assault survivor may suffer and supports that testimony from a qualified individual would have been proper in making such a determination. It also underpins the district court's assessment that the fact Clark filed a state habeas petition -- which had nothing to do with Hanley's assaults, the conditions of Clark's confinement, or her transgender status -- shows she could have also brought this claim earlier, see id.","Clark v. Hanley, 89 F.4th 78#179",""
"It is noteworthy that the district court's opinion contains no reference to the Seventh Amendment. The MacDougall-Walker Defendants argue that the guarantee of a jury trial is inapplicable to Clark's case because the ""Seventh Amendment does not extend"" to ""threshold issues that courts must address to determine whether litigation is being conducted in the right forum at the right time."" Appellees' Br. at 34 (alteration adopted) (internal quotation marks omitted). For this proposition, the MacDougall-Walker Defendants cite -- but misapprehend -- our decision in Messa v. Goord, 652 F.3d 305, 309 (2d Cir. 2011).","Clark v. Hanley, 89 F.4th 78#180",""
"In Messa, we held that statutes of limitations are not ""threshold issues"" like the exhaustion of administrative remedies. Id. (noting that while ""the two are similar in some ways -- e.g., both are non-jurisdictional affirmative defenses -- they serve very different functions in our civil justice system""). In sum, the district court made factual findings that, under the Constitution, were not for it to make -- and, then, to Clark's disadvantage, allowed those findings to pervade its legal reasoning.","Clark v. Hanley, 89 F.4th 78#181",""
"III. Clark's allegations as to her difficulties in bringing this case are not unique. The amicus briefs filed in the district court as well as this Court depict the grim realities that are the daily fare of transgender prisoners.","Clark v. Hanley, 89 F.4th 78#182",""
"An empirical study published in 2011 reported that nearly two in five transgender people who are incarcerated report being sexually victimized; close to half of those prisoners identify police or corrections officers as their perpetrators. Brief of Amici Curiae Lambda Legal Defense and Education Fund, Inc., Amicus Project at UConn Law, Just Detention International, and Center for Constitutional Rights (""Amicus Br.""), at 5. And ""[o]nce targeted for abuse, the majority of transgender survivors are subjected to repeated sexual assaults,"" as Clark was.","Clark v. Hanley, 89 F.4th 78#183",""
"Id. at 6 n.9 (quoting Just Detention International, Targets for Abuse: Transgender Inmates and Prison Rape 2 (2013)). Like Clark, many transgender inmates do not disclose their gender identity, ""fearing [they] will be at greater risk of sexual assault"" if they do. Stroud v Pruitt, 2019 U.S. Dist. LEXIS 79651, 2019 WL 2077028, at *2.","Clark v. Hanley, 89 F.4th 78#184",""
"As a general matter, it is well-established that victims of sexual misconduct often delay reporting. See, e.g., United States v. Weisinger, 586 F. App'x 733, 737-38 (2d Cir. 2014) (summary order) (noting that expert testimony ""that delayed reporting was not inconsistent with abuse"" was ""supported by empirical, peer-reviewed research, well accepted in the courts""); see also Fuentes v. T. Griffin, 829 F.3d 233, 239 (2d Cir. 2016) (recounting expert testimony that ""a recognizable pattern of behavior that is exhibited by victims of sexual assault . . . may include delayed reporting"" (citations and internal quotation marks omitted)). In this respect, prisons in particular present a ""unique psychological environment,"" Stone #1 v. Annucci, No. 20 Civ. 1326, 2021 U.S. Dist. LEXIS 186195, 2021 WL 4463033, at *12 (S.D.N.Y. Sept.","Clark v. Hanley, 89 F.4th 78#185",""
"28, 2021), in which ""the specter of retaliation [is] a real and ever-present force in an inmate's life,"" Davis v. Jackson, No. 15 Civ. 5359, 2016 U.S. Dist. LEXIS 136034, 2016 WL 5720811, at *11 (S.D.N.Y. Sept. 30, 2016). See also, e.g., James E. Robertson, ""One of the Dirty Secrets of American Corrections"": Retaliation, Surplus Power, and Whistleblowing Inmates, 42 U. Mich.","Clark v. Hanley, 89 F.4th 78#186",""
"J.L. Reform 611, 614 (2009) (noting that ""[i]nmates' fear of retaliation deters them from filing grievances,"" yet the failure to file timely often limits a prisoner's capacity to seek redress). Because the prison environment is more threatening for those who are transgender, when transgender prisoners report mistreatment, more than half of them report facing ""retaliation in the form of punitive transfer, isolation, neglect, or further abuse."" Amicus Br. at 16. Moreover, ""transgender prisoners experience secondary victimization when their reports of abuse are ignored or disbelieved."" Id. (quoting Julia C. Oparah, Feminism and the (Trans)gender Entrapment of Gender Nonconforming Prisoners, 18 U.C.L.A. Women's L.J. 239, 263 (2012)).","Clark v. Hanley, 89 F.4th 78#187",""
